CourseID,Course_name,Score1,Score2
DL044,Visual Arts Practice (Fine Art),#480,715
DL045,Film and Television Production,#870,975
DL046,Modelmaking Design and Digital Effects,#600*,845
DL047,Design for Stage and Screen (Production Design),#879,999
DL048,Design for Stage and Screen (Costume Design),#885,950
DL049,Design for Stage and Screen (Makeup Design),#819,960
DL141,Applied Psychology,385,430
DL143,Multimedia Systems/Web Engineering,335,390
DL241,English Media and Cultural Studies,355,385
DL242,Business Studies and Arts Management,335,365
DL245,Business Studies - Entrepreneurship,285,325
FR001,Education - Primary Teaching,465*,465
FR002,Education - Primary Teaching - Gaeltacht Applicants,430,430
GC200,Business Studies (Cork),9999,
GC201,Accounting and Finance (Cork),145,390
GC203,Law (Cork),310,340
GC400,Business Studies (Dublin),235,320
GC401,Accounting and Finance (Dublin),260,325
GC403,Law (Dublin),300,340
GC404,Business and Law (Dublin),265,320
GC405,International Hospitality Management (Dublin),195,280
GC430,Computing Science (Dublin),225,300
GC450,Journalism and Visual Media (Dublin),200,320
GC489,Interior Architecture (Dublin),230,315
GC494,Fashion Design (Dublin),#315,375
IC001,Journalism,210,330
BY101,Business,23,300
BY102,Marketing,999,
BY103,Business Information Systems,999,
BN101,Business,215,300
BN103,Business and Information Technology,235,295
BN104,Computing (Information Technology),200,270
BN105,Engineering (Mechatronics),220,290
BN106,Engineering (Computer Engineering),225,280
BN107,Applied Social Studies in Social Care,345,370
BN108,Engineering,205,315
BN109,Business,220,305
BN110,International Business,225,300
BN111,Sports Management and Coaching,345,365
BN112,Creative Digital Media,310,330
BN113,Horticulture,255,330
BN115,Social and Community Development,320,335
BN118,Early Childhood Care and Education,350,370
TA021,European Studies,220,310
TA022,Creative Digital Media,350,375
TA023,Advertising and Marketing Communications,250,310
TA025,Social Care Practice,340,355
TA026,International Hospitality and Tourism Management,210,300
TA121,Accounting,255,320
TA122,Management,280,330
TA123,Marketing Management,240,290
TA124,Financial Services and Investment Analysis,205,305
TA221,Electronic Engineering,280,335
TA222,Mechanical Engineering,275,335
TA321,Pharmaceutical Science,310,325
TA322,Computing,300,320
TA323,Information Technology Management,205,295
TA326,DNA and Forensic Science,350,375
MD201,EducationReligion and English - second level teaching,415,440
MD301,Education Religion and History - second level teaching,385,400
MD401,Education Religion and Music - second level teaching,#400,425
MD500,Arts - Irish Studies and Religious Studies,330,350
NC001,Accounting and Human Resource Management,315,345
NC003,Computing,270,305
NC004,Business Information Systems,270,300
NC005,Human Resource Management,315,335
NC006,Accounting,350,370
NC009,Business,315,340
NC011,Accounting and Human Resource Management - Area Based Part,350,415
NC013,Computing - Area Based Partnership Applicants,,
NC014,Business Information Systems - Area Based Partnership,,
NC015,Human Resource Management - Area Based Partnership,,
NC016,Accounting - Area Based Partnership Applicants,310,335
NC019,Business - Area Based Partnership Applicants,270,345
RC001,Medicine - (Undergraduate Entry),#721,
RC004,Physiotherapy,525,525
RC005,Pharmacy,530,535
RC101,Medicine - Graduate Entry,#62*,662
PD101,Education - Primary Teaching,475*,500
PD102,Education - Primary Teaching - Gaeltacht Applicants,435,450
PD103,Arts/Humanities,415,435
TR002,Music,**470*,510
TR003,History,480,505
TR004,Law,510,535
TR005,Philosophy,430,490
TR006,Psychology,545,555
TR007,Clinical Speech and Language Studies,525,540
TR008,World Religions and Theology,340,390
TR009,Music Education,**475*,500
TR010,Computer Science Linguistics and German,485,540
TR011,Computer Science Linguistics and French,430,495
TR012,History and Political Science,515,535
TR013,Computer Science Linguistics and Irish,525,525
TR014,Philosophy and Political Science,500,510
TR015,Philosophy Political Science Economics and Sociology,510*,535
TR016,Deaf Studies,335,360
TR017,Law and Business,550,555
TR018,Law and French,555*,585
TR019,Law and German,510*,530
TR020,Law and Political Science,560*,570
TR021,Classics,425,500
TR022,Early and Modern Irish,345,415
TR023,English Studies,505*,525
TR024,European Studies,520,555
TR025,Drama and Theatre Studies,***500,535
TR027,Irish Studies,330,350
TR028,Ancient and Medieval History and Culture,395*,430
TR029,Political Science and Geography,430*,450
TR031,Mathematics,465*,510
TR032,Engineering,405,475
TR033,Computer Science,355,440
TR034,Management Science and Information Systems Studies,380,460
TR035,Theoretical Physics,500*,560
TR038,Engineering with Management,390,415
TR051,Medicine,#731*,
TR052,Dental Science,580*,590
TR053,Physiotherapy,530*,540
TR054,Occupational Therapy,495,510
TR055,Radiation Therapy,515*,530
TR056,Human Health and Disease,505,525
TR071,Science,455*,495
TR072,Pharmacy,540*,555
TR073,Human Genetics,520,540
TR074,Chemistry with Molecular Modelling,400,465
TR075,Medicinal Chemistry,475*,505
TR076,Physics and Chemistry of Advanced Materials,410,460
TR077,Earth Sciences,455,495
TR081,Business Economic and Social Studies (BESS),475*,505
TR082,Business and Computing,375,420
TR083,Sociology and Social Policy,445,465
TR084,Social Studies (Social Work),465,485
TR085,Business Studies and French,505,525
TR086,Business Studies and German,440,465
TR087,Business Studies and Russian,410,445
TR089,Business Studies and Polish,420,420
TR090,Business Studies and Spanish,475,495
TR091,General Nursing (Meath and St Jamesês),400*,425
TR092,Mature Applicants General Nursing (Meath and St Jamesês),#166*,173
TR093,General Nursing (Adelaide School of Nursing),#380,405
TR094,Mature Applicants General Nursing (Adelaide School of Nursing),#174,179
TR095,Psychiatric Nursing,360*,380
TR096,Mature Applicants Psychiatric Nursing,#153,161
TR097,Intellectual Disability Nursing,360*,375
TR098,Mature Applicants Intellectual Disability Nursing,#151,158
TR911,Children's and General Nursing (Integrated),480*,500
TR912,Mature Applicants Children's and General Nursing (Integrated),#179,188
TR913,Midwifery,435*,450
TR914,Mature Applicants Midwifery,#168,174
DN001,Architecture,495,535
DN002,Medicine - (Undergraduate Entry),#725,
DN004,Radiography,525,540
DN005,Veterinary Medicine - (Undergraduate Entry),555,565
DN006,Physiotherapy,535*,555
DN007,Social Science,395,435
DN008,Science,435,465
DN009,Law (BCL),480,500
DN010,Agricultural Science,420,445
DN011,Music,#335,450
DN012,Arts,365,410
DN013,Commerce - Business with Chinese Studies,445,465
DN015,Commerce,445,470
DN016,Commerce (International) - with German,400,425
DN017,Commerce (International) - with French,470*,490
DN018,Commerce (International) - with Spanish,465,480
DN019,Commerce (International) - with Italian,435*,445
DN020,Actuarial and Financial Studies,545,560
DN021,Business and Law,480,505
DN022,Arts - Part time Evening,245,622
DN023,Arts - Part time Day,425,623
DN024,Sports and Exercise Management,400,420
DN026,Economics and Finance,520,540
DN028,BCL Ma”trise,500,540
DN029,Law with French Law (BCL),545,555
DN030,Computer Science,375,420
DN031,Theoretical Physics,405,500
DN032,Mathematical Science,440,510
DN033,Physics with Astronomy and Space Science,385,445
DN034,Pharmacology,450,480
DN035,Medicinal Chemistry and Chemical Biology,435,465
DN036,Neuroscience,500,510
DN037,Biomedical Health and Life Sciences,505,525
DN038,Climate and Earth System Science,320,425
DN039,Biochemistry and Molecular Biology,430,465
DN040,Food Science,410,435
DN041,Landscape Architecture,375,420
DN042,Forestry,330,375
DN043,Food and Agribusiness Management,390,410
DN044,Agri-Environmental Sciences,380,390
DN045,Animal and Crop Production,390,405
DN046,Animal Science,405,430
DN047,Engineering Technology,395,410
DN048,Horticulture Landscape and Sportsturf Management,350,380
DN049,Animal Science - Equine,410,445
DN051,Economics,435,450
DN052,History,445,465
DN053,Philosophy,410,440
DN054,Psychology,505,525
DN055,English,475,500
DN056,Integrated BA/MA in Liberal Arts,405,450
DN057,Arts (International) - French,380,435
DN058,Arts (International) - German,350,355
DN059,Arts (International) - Spanish,435,440
DN060,Law with History,500,520
DN063,Geography Planning and Environmental Policy,385,415
DN064,English with Drama,355,410
DN065,Law with Politics,505,535
DN066,Law with Philosophy,515,520
DN067,Law with Economics,500,515
DN068,English with Film,400,435
DN069,Arts (International) - Modern Languages,400,470
DN077,Engineering,425,490
DN078,Structural Engineering with Architecture,440,490
DN090,Human Nutrition,505,520
DN091,Dairy Business,370,410
DN093,Archaeology and Geology,345,415
DN096,Health and Performance Science,430*,455
DN102,Medicine - Graduate Entry,#60*,627
DN105,Veterinary Medicine - Graduate Entry,#,
DN106,Veterinary Nursing,430,490
DN110,General Nursing,400*,420
DN111,Mature Applicants General Nursing,#163,166
DN116,Children's and General Nursing (Integrated),480*,495
DN117,Mature Applicants Children's and General Nursing (Integrated),#170*,172
DN118,Midwifery,425*,460
DN119,Mature Applicants Midwifery,#172,181
DN120,Psychiatric Nursing,380,395
DN121,Mature Applicants Psychiatric Nursing,#162,163
DK810,Accounting and Finance,300,355
DK812,Marketing,300,325
DK815,Public Relations,300,335
DK816,Business Studies,300,340
DK820,Computing in Games Development,315,370
DK821,Computing,300,320
DK830,Building Surveying,300,350
DK860,Applied Music,#435,560
DK861,Humanities,300,335
DK862,Social Care,330,345
DK870,General Nursing,390,400
DK871,Mature Applicants General Nursing,#169,174
DK872,Intellectual Disability Nursing,350*,360
DK873,Mature Applicants Intellectual Disability Nursing,#151,159
DK874,Psychiatric Nursing,350*,360
DK875,Mature Applicants Psychiatric Nursing,#157,163
DK876,Early Childhood Studies,350*,375
DK877,Midwifery,400,405
DK878,Mature Applicants Midwifery,#161,168
DK880,Health and Physical Activity,325,365
GA180,Gnã agus Cumarsöid,270,335
GA181,Accounting,300,335
GA380,Hotel and Catering Management,245,310
GA480,Construction Management,250,320
GA780,Applied Freshwater and Marine Biology,340,355
GA781,Applied Biology and Biopharmaceutical Science,330,350
GA782,Chemical and Pharmaceutical Science,310,325
GA784,Science (Undenominated),330,345
GA785,Medical Science,400,425
GA786,Forensic Science and Analysis,400,425
GA880,General Nursing (at Castlebar),400,415
GA881,Mature Applicants General Nursing (at Castlebar),#166,170
GA882,Psychiatric Nursing (at Castlebar),400*,400
GA883,Mature Applicants Psychiatric Nursing (at Castlebar),#171,179
GA980,Design and Technology Education (at Letterfrack),425,450
GY101,Arts,350,395
GY103,Arts (Public and Social Policy),315,335
GY104,Arts (Psychology),520,540
GY105,Arts (History),385,415
GY106,Na Döna (Cumarsöid),300,345
GY107,Na Döna (Gaeilge agus L_ann an Aistri“chöin),375,470
GY108,Na Döna (Riarachön Gnã) - NUI Galway and LYIT,235,295
GY109,Arts (Mathematics and Education),380,445
GY110,Arts with Childrenês Studies,460,470
GY111,Arts with Creative Writing,495,515
GY112,Arts with Film Studies,460,475
GY113,Arts with Human Rights,455,485
GY114,Arts with Irish Studies,400,440
GY115,Arts with Theatre and Performance,475,505
GY116,Arts with Global Womenês Studies,335,350
GY117,Arts with Latin American Studies,345,375
GY120,Arts (Environment/Society/Youth/Family Studies at St Angelas),300,325
GY201,Commerce,365,400
GY202,Commerce (International) with French,470,485
GY203,Commerce (International) with German,395,465
GY204,Commerce (International) with Spanish,345,410
GY205,Commerce (International) with Italian,335,405
GY206,Business Information Systems,345,375
GY207,Commerce (Accounting),410*,460
GY250,Corporate Law,385,415
GY251,Civil Law,440,475
GY301,Science,345,410
GY303,Biomedical Science,485,505
GY304,Biotechnology,370,400
GY308,Environmental Science,365,400
GY309,Financial Mathematics and Economics,415,490
GY310,Marine Science,370,425
GY313,Health and Safety Systems,310,330
GY314,Earth and Ocean Sciences,350,400
GY315,Physics and Applied Physics,425,485
GY316,Physics with Medical Physics,355,410
GY317,Physics with Astrophysics,375,420
GY318,Biopharmaceutical Chemistry,395,445
GY319,Mathematical Science,450,520
GY350,Computer Science and Information Technology,325,380
GY401,Engineering (Undenominated),395,460
GY402,Civil Engineering,395,450
GY405,Mechanical Engineering,430,465
GY406,Electronic and Computer Engineering,390,445
GY408,Biomedical Engineering,405,465
GY409,Environmental Engineering,310,390
GY410,Project and Construction Management,320,360
GY411,Sports and Exercise Engineering,350,400
GY412,Engineering Innovation - Electronic,560,560
GY413,Energy Systems Engineering,380,465
GY414,Electrical and Electronic Engineering,415,465
GY501,Medicine (five year/six year course),#719,
GY502,Occupational Therapy,500,510
GY503,Speech and Language Therapy,495,515
GY504,Podiatry,445,460
GY515,General Nursing (Galway and Portiuncula),440*,460
GY516,Psychiatric Nursing,395*,415
GY517,Midwifery,425*,440
GY525,Mature Applicants General Nursing (Galway and Portiuncula),#169,176
GY526,Mature Applicants Psychiatric Nursing,#165*,167
GY527,Mature Applicants Midwifery,#171,172
LY708,Applied Computing,230,300
LY908,General Nursing,390,415
LY918,Psychiatric Nursing,340,355
LY928,Intellectual Disability Nursing,350,370
LY938,Mature Applicants General Nursing,#177,190
LY948,Mature Applicants Psychiatric Nursing,#172*,175
LY958,Mature Applicants Intellectual Disability Nursing,#169,171
MI004,Liberal Arts,395,430
MI005,Education - Primary Teaching,475*,500
MI006,Education - Primary Teaching - Gaeltacht Applicants,435,485
MI007,Early Childhood Care and Education,370,395
MI008,Primary Teaching in Education and Psychology,540,555
CI101,Counselling and Psychotherapy,240,310
LC102,Art and Design,#815,910
LC231,Law and Taxation,300,345
LC241,Business (Accounting/Finance),335,370
LC251,Business (Marketing and Management),335,360
LC331,Software Development,295,325
LC341,Multimedia Programming and Design,310,340
LC391,Computer Networks and Systems,260,305
LC421,Civil Engineering Management,310,340
LC461,Building Surveying,245,305
LC471,Quantity Surveying,300,330
LC481,Real Estate,280,315
LC491,Construction Management,290,325
LC651,Science (Pharmaceutical and Forensic Analysis),370,395
LC661,Drug and Medicinal Product Analysis,275,310
LC921,Applied Social Studies (Social Care),365,385
LC931,Business with Tourism,285,320
LC941,Business with Event Management,300,330
LC951,Business with Sports Management,310,340
LM020,Law and Accounting,445,495
LM022,Politics and International Relations,340,365
LM023,Health Informatics,335,385
LM029,Law Plus,440,470
LM030,Irish Music and Dance,#315*,440
LM031,Voice and Dance,#355,375
LM032,Arts (Joint Honours),440*,465
LM033,New Media and English,375,405
LM035,English and History,385,410
LM036,Economics and Sociology,330,360
LM037,Economics and Mathematical Sciences,385,425
LM038,Psychology and Sociology,480,495
LM039,Journalism and New Media,435*,460
LM040,European Studies,370,430
LM041,Public Administration,330,360
LM043,International Insurance and European Studies,315,355
LM044,Applied Languages,460,495
LM045,Languages Literature and Film,345,400
LM046,History Politics Sociology and Social Studies,370,405
LM048,Irish and New Media/An Ghaeilge agus na Meöin Öra,370,420
LM050,Business Studies,385,420
LM051,Computer Systems,300,345
LM052,Business Studies with a Modern Language (French),385,445
LM053,Business Studies with a Modern Language (German),385,415
LM055,Business Studies with a Modern Language (Japanese),370,370
LM058,Financial Mathematics,345,430
LM060,Mathematical Sciences,350,460
LM061,Pharmaceutical and Industrial Chemistry,360,410
LM063,Production Management,325,360
LM064,Industrial Biochemistry,370,460
LM065,Applied Physics,385,460
LM066,Environmental Science,360,395
LM067,Wood Science and Technology,305,365
LM068,Food Science and Health,360,405
LM069,Computer Engineering,435,480
LM070,Electronic Engineering,470,570
LM071,Biomedical Engineering,410,500
LM073,Mechanical Engineering,405,490
LM074,Computer Aided Engineering and Design,405,495
LM076,Product Design and Technology,340,385
LM077,Aeronautical Engineering,410,450
LM080,Electronics,310,355
LM082,Construction Management and Engineering,350,390
LM083,Mobile Communications and Security,335,380
LM085,Civil Engineering,390,465
LM086,Health and Safety,345,385
LM087,Energy,400,435
LM088,Mathematics and Physics,375,545
LM089,Sport and Exercise Sciences,425*,455
LM090,Physical Education with concurrent Teacher Education,495*,515
LM092,Science with concurrent Teacher Ed (Bio Sciences with Physic,455,480
LM093,Equine Science,335,365
LM094,Materials and Architectural Technology with concurrent Teacher ed,440,465
LM095,Materials and Engineering Technology with concurrent Teacher ed,430*,450
LM096,Science with concurrent Teacher Education (Physics and Chem),450,470
LM098,Languages with concurrent Teacher Education,370,445
LM099,Architecture,#400,480
LM100,Physiotherapy,560,585
LM101,Medicine - Graduate Entry,#56*,585
LM102,Psychology,510*,530
LM110,Multimedia and Computer Games Development,325,360
LM112,Robotic Engineering,380,450
LM113,Digital Media Design,330,360
LM114,Music Media and Performance Technology,355,400
LM115,Chemical and Biochemical Engineering,400,490
LM116,Engineering Choice,390,475
LM117,Science Choice,360,410
LM150,General Nursing,450,480
LM151,Mature Applicants General Nursing,#176,183
LM152,Mental Health Nursing,395*,415
LM153,Mature Applicants Mental Health Nursing,#169,176
LM154,Intellectual Disability Nursing,400,435
LM155,Mature Applicants Intellectual Disability Nursing,#161,167
LM156,Midwifery,425*,435
LM157,Mature Applicants Midwifery,#176,184
MU001,Theology and Arts,335,355
MU002,Theology,310,330
MH101,Arts,375,410
MH102,Music Technology,405,450
MH103,Music,#,
MH104,Mathematics,545,550
MH106,Psychology,485,495
MH107,Social Science,375,395
MH108,European Studies,370,405
MH109,Media Studies,445,470
MH110,Multimedia,370,405
MH111,Anthropology,370,420
MH112,Politics,350,370
MH113,History,385,415
MH114,English,445,475
MH115,Law (BCL) and Arts,450,470
MH116,Community and Youth Work - Full-time,#,
MH117,Community and Youth Work - Part-time In-service,#,
MH118,Public Policy,405,415
MH201,Science,365,395
MH202,Biotechnology,360,380
MH203,Computer Science and Software Engineering,345,365
MH204,Physics with Astrophysics,405,460
MH206,Theoretical Physics and Mathematics,570,570
MH208,Biological and Biomedical Sciences,405*,440
MH209,Psychology (through Science),450,465
MH210,Pharmaceutical and Biomedical Chemistry,365,405
MH211,Multimedia,350,375
MH212,Science Education,465,480
MH301,Electronic Engineering with Computers,320,385
