web-scraper-order,web-scraper-start-url,course_name,course_duration,type_of_study,part_time_full_time,ielts_score,application_deadline,fees
"1667466527-504","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor Management of Human Resources","3 years","null","Full Time","85","28 Jun, 2022","INR 11.8 L/Yr"
"1667466527-505","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor Science","4 years","null","Full Time","85","28 Jun, 2022","INR 12.7 L/Yr"
"1667466527-506","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor Surgery and Obstetrics","6 years","null","Full Time","85","28 Jun, 2022","INR 46.2 L/Yr"
"1667466527-507","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] Arts with Data Science","4 years","null","Full Time","85","28 Jun, 2022","INR 12.8 L/Yr"
"1667466527-508","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] Creative Writing","4 years","null","Full Time","85","28 Jun, 2022","INR 11.8 L/Yr"
"1667466527-509","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] Drama, Theatre, and Performance Studies","4 years","null","Full Time","85","28 Jun, 2022","INR 11.8 L/Yr"
"1667466527-510","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] English and Media Studies","4 years","null","Full Time","85","28 Jun, 2022","INR 12.8 L/Yr"
"1667466527-511","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] Film and Digital Media","4 years","null","Full Time","85","28 Jun, 2022","INR 12.8 L/Yr"
"1667466527-512","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] Film Studies","4 years","null","Full Time","85","28 Jun, 2022","INR 11.8 L/Yr"
"1667466527-513","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] Global Languages","4 years","null","Full Time","85","28 Jun, 2022","INR 12.8 L/Yr"
"1667466527-514","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] History","3 years","null","Full Time","85","28 Jun, 2022","INR 11.8 L/Yr"
"1667466527-515","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] Human Rights","4 years","null","Full Time","85","28 Jun, 2022","INR 11.8 L/Yr"
"1667466527-516","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] Journalism","4 years","null","Full Time","85","28 Jun, 2022","INR 11.8 L/Yr"
"1667466527-517","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] Law","3 years","null","Full Time","85","28 Jun, 2022","INR 11.8 L/Yr"
"1667466527-518","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] Mathematics and Education","4 years","null","Full Time","85","28 Jun, 2022","INR 11.8 L/Yr"
"1667466527-519","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] Music","4 years","null","Full Time","85","28 Jun, 2022","INR 13.2 L/Yr"
"1667466527-520","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Arts [B.A] Performing Arts Studies","4 years","null","Full Time","85","28 Jun, 2022","INR 11.8 L/Yr"
"1667466527-521","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Engineering [B.Eng] Civil","4 years","null","Full Time","85","28 Jun, 2022","INR 12.7 L/Yr"
"1667466527-522","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Engineering [B.Eng] Electrical and Electronic","4 years","null","Full Time","85","28 Jun, 2022","INR 12.7 L/Yr"
"1667466527-523","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Engineering [B.Eng] Energy Systems","4 years","null","Full Time","85","28 Jun, 2022","INR 12.7 L/Yr"
"1667466527-524","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Engineering [B.Eng] Mechanical","4 years","null","Full Time","85","28 Jun, 2022","INR 12.7 L/Yr"
"1667466527-525","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Laws [L.L.B] Civil Law","3 years","null","Full Time","85","28 Jun, 2022","INR 11.8 L/Yr"
"1667466527-526","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Science [B.S] Applied Social Sciences","4 years","null","Full Time","85","28 Jun, 2022","INR 11.8 L/Yr"
"1667466527-527","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Science [B.S] Biotechnology","4 years","null","Full Time","85","28 Jun, 2022","INR 12.7 L/Yr"
"1667466527-528","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Science [B.S] Business Information Systems","4 years","null","Full Time","85","28 Jun, 2022","INR 11.8 L/Yr"
"1667466527-529","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Science [B.S] Earth and Ocean Sciences","4 years","null","Full Time","85","28 Jun, 2022","INR 12.7 L/Yr"
"1667466527-530","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Science [B.S] Engineering (Biomedical)","4 years","null","Full Time","85","28 Jun, 2022","INR 12.7 L/Yr"
"1667466527-531","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Science [B.S] Environmental Health and Safety","4 years","null","Full Time","85","28 Jun, 2022","INR 12.7 L/Yr"
"1667466527-532","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Science [B.S] Environmental Science","4 years","null","Full Time","85","28 Jun, 2022","INR 12.7 L/Yr"
"1667466527-533","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Science [B.S] Financial Mathematics and Economics","4 years","null","Full Time","85","28 Jun, 2022","INR 12.7 L/Yr"
"1667466527-534","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Science [B.S] Marine Science","4 years","null","Full Time","85","28 Jun, 2022","INR 12.7 L/Yr"
"1667466527-535","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Science [B.S] Occupational Therapy","4 years","null","Full Time","85","28 Jun, 2022","INR 21.9 L/Yr"
"1667466527-536","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Science [B.S] Physics - degree options in Applied, Astrophysics, Biomedical, Theoretical","4 years","null","Full Time","85","28 Jun, 2022","INR 12.7 L/Yr"
"1667466527-537","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Bachelor of Science [B.S] Project and Construction Management","4 years","null","Full Time","85","28 Jun, 2022","INR 21.9 L/Yr"
"1667466527-538","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Doctor of Philosophy [Ph.D] Biomedical Engineering and Regenerative Medicine - Structured","4 years","null","Full Time","null","null","INR 12.7 L/Yr"
"1667466527-539","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Doctor of Philosophy [Ph.D] Clinical Psychology","3 years","null","Full Time","null","null","null"
"1667466527-540","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Accounting","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-541","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Enterprise Systems","1 year","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-542","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Film Production and Direction","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-543","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Natural Resource Economics and Policy","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-544","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Nursing - Acute Medicine","2 years","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-545","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Nursing - Emergency Care","2 years","null","Full Time","85","31 May, 2022","null"
"1667466527-546","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Nursing - Gerontology","2 years","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-547","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Nursing - Intensive Care","2 years","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-548","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Nursing - Oncology","2 years","null","Full Time","85","31 May, 2022","null"
"1667466527-549","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Nursing - Perioperative","2 years","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-550","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Palliative Care","2 years","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-551","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Public Health Nursing","1 year","null","Full Time","85","31 May, 2022","null"
"1667466527-552","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Software Design and Development","1 year","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-553","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Studio Art","2 years","null","Full Time","85","31 May, 2022","null"
"1667466527-554","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Surgery","1 year","null","Full Time","85","31 May, 2022","INR 12.7 L/Yr"
"1667466527-555","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master Theory and Practice","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-556","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Art and Ecology","1 year","null","Full Time","85","31 May, 2022","null"
"1667466527-557","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Digital Cultures","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-558","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Digital Media","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-559","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Film and Theatre","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-560","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Health Promotion","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-561","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] History","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-562","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Journalism","1 year","null","Full Time","85","31 May, 2022","INR 12.2 L/Yr"
"1667466527-563","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Literature and Publishing","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-564","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Mathematics","1 year","null","Full Time","85","31 May, 2022","INR 12.2 L/Yr"
"1667466527-565","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Old and Middle Irish","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-566","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Playwriting and Dramaturgy","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-567","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Public Advocacy and Activism","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-568","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Social Work","2 years","null","Full Time","85","31 May, 2022","INR 14.3 L/Yr"
"1667466527-569","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Spanish","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-570","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Arts [M.A] Theatre Practice and Production","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-571","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Engineering [M.Eng] Biomedical Engineering","1 year","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-572","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Engineering [M.Eng] Energy Systems Engineering","9 months","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-573","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Laws [L.L.M] International and Comparative Business Law","1 year","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-574","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Laws [L.L.M] International Criminal Law","1 year","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-575","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Laws [L.L.M] Peace Operations, Humanitarian Law and Conflict","1 year","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-576","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Advanced Healthcare Practice and Research","1 year","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-577","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Astronomical Instrumentation and Technology","1 year","null","Full Time","85","31 May, 2022","INR 12.7 L/Yr"
"1667466527-578","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Business and Hospitality","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-579","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Cellular Manufacturing and Therapy","1 year","null","Full Time","85","31 May, 2022","INR 15.7 L/Yr"
"1667466527-580","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Cheminformatics and Toxicology","1 year","null","Full Time","85","31 May, 2022","INR 14.9 L/Yr"
"1667466527-581","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Childhood Speech, Language and Communication Needs","1 year","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-582","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Computational Genomics","1 year","null","Full Time","85","31 May, 2022","INR 12.7 L/Yr"
"1667466527-583","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Digital Marketing","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-584","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Environmental Leadership","1 year","null","Full Time","85","31 May, 2022","INR 12.7 L/Yr"
"1667466527-585","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Global Environmental Economics","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-586","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Health Economics","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
"1667466527-587","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Medical Physics","1 year","null","Full Time","85","31 May, 2022","INR 23.1 L/Yr"
"1667466527-588","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Microscopy and Imaging","1 year","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-589","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Podiatric Medicine","1 year","null","Full Time","85","31 May, 2022","INR 13.6 L/Yr"
"1667466527-590","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Preventive Cardiology","1 year","null","Full Time","85","31 May, 2022","INR 13.8 L/Yr"
"1667466527-591","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Regenerative Medicine","1 year","null","Full Time","85","31 May, 2022","INR 13.8 L/Yr"
"1667466527-592","https://collegedunia.com/ireland/college/730-national-university-of-ireland-galway-galway/programs","Master of Science [M.Sc] Sales and Marketing","1 year","null","Full Time","85","31 May, 2022","INR 13.1 L/Yr"
