web-scraper-order,web-scraper-start-url,course_name,course_duration,type_of_study,part_time_full_time,ielts_score,application_deadline,fees
"1667467191-722","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Arts [B.A] Spanish","3 years","null","Full Time","null","31 May, 2022","INR 12.4 L/Yr"
"1667467191-723","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Engineering [B.Eng] Civil, Structural and Environmental Engineering","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-724","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Engineering [B.Eng] Electrical and Electronic Engineering","4 years","null","Full Time","null","31 May, 2022","INR 18.4 L/Yr"
"1667467191-725","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Engineering [B.Eng] Energy Engineering","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-726","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Engineering [B.Eng] Engineering","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-727","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Laws [L.L.B] Law","3 years","null","Full Time","null","31 May, 2022","INR 13.8 L/Yr"
"1667467191-728","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Accounting","4 years","Honours","Full Time","null","31 May, 2022","INR 18.6 L/Yr"
"1667467191-729","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Applied Mathematics and Physics","4 years","Honours","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-730","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Applied Plant Biology","4 years","Honours","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-731","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Astrophysics","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-732","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Biochemistry","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-733","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Biological, Earth and Environmental Sciences","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-734","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Biomedical Science","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-735","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Business Information Systems","4 years","null","Full Time","null","31 May, 2022","INR 16.5 L/Yr"
"1667467191-736","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Chemical Physics","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-737","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Chemical Sciences","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-738","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Chemistry","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-739","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Chemistry of Pharmaceutical Compouds","4 years","null","Full Time","null","31 May, 2022","INR 22.8 L/Yr"
"1667467191-740","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Chemistry with Forensic Science","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-741","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Commerce with Hispanic Studies","4 years","null","Full Time","null","31 May, 2022","INR 13.8 L/Yr"
"1667467191-742","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Computer Science","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-743","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Earth Science","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-744","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Ecology and Environmental Biology","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-745","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Environmental Science","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-746","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Finance","4 years","null","Full Time","null","31 May, 2022","INR 16.5 L/Yr"
"1667467191-747","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Financial Mathematics and Actuarial Science","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-748","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Food Marketing and Entrepreneurship","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-749","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Food Science","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-750","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] General Nursing","4 years","null","Full Time","null","31 May, 2022","INR 15 L/Yr"
"1667467191-751","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Genetics","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-752","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Geographical and Archaeological Sciences","3 years","null","Full Time","null","31 May, 2022","INR 12.4 L/Yr"
"1667467191-753","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Geography","4 years","null","Full Time","null","31 May, 2022","INR 12.4 L/Yr"
"1667467191-754","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Geology","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-755","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Government","4 years","null","Full Time","null","31 May, 2022","INR 11.4 L/Yr"
"1667467191-756","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Industrial physics","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-757","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Intellectual Disability Nursing","4 years","null","Full Time","null","31 May, 2022","INR 15 L/Yr"
"1667467191-758","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] International Development and Food Policy","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-759","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] International Field Geosciences","4 years","null","Full Time","null","31 May, 2022","INR 14.8 L/Yr"
"1667467191-760","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Italian - Arts","3 years","null","Full Time","null","31 May, 2022","INR 12.4 L/Yr"
"1667467191-761","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Mathematics and Physics","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-762","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Mental Health Nursing","4 years","null","Full Time","null","31 May, 2022","INR 15 L/Yr"
"1667467191-763","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Microbiology","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-764","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Neuroscience","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-765","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Nursing (Children's and General Integrated)","54 months","null","Full Time","null","31 May, 2022","INR 15 L/Yr"
"1667467191-766","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Nutritional Science","4 years","null","Full Time","null","31 May, 2022","INR 16.5 L/Yr"
"1667467191-767","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Occupational Therapy","4 years","null","Full Time","null","31 May, 2022","INR 18.4 L/Yr"
"1667467191-768","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Physics","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-769","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Physiology","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-770","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Public Health Sciences","4 years","null","Full Time","null","31 May, 2022","INR 16.5 L/Yr"
"1667467191-771","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Science Education","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-772","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Sociology","3 years","null","Full Time","null","31 May, 2022","INR 11.5 L/Yr"
"1667467191-773","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Zoology","4 years","null","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-774","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Graduate Diploma [Grad.Dip] Dental Hygiene","2 years","null","Full Time","null","15 Jun, 2022","INR 21.4 L/Yr"
"1667467191-775","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master Dental Public Health","1 year","null","Full Time","null","15 Jun, 2022","INR 10.7 L/Yr"
"1667467191-776","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master Management Information and Managerial Accounting Systems","15 months","null","Full Time","null","15 Jun, 2022","INR 16.6 L/Yr"
"1667467191-777","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master Planning and Sustainable Development","2 years","null","Full Time","null","15 Jun, 2022","INR 12 L/Yr"
"1667467191-778","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master Social Work","2 years","null","Full Time","null","15 Jun, 2022","INR 14.8 L/Yr"
"1667467191-779","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master Sustainable Energy M Eng Sc","1 year","null","Full Time","null","15 Jun, 2022","INR 20.3 L/Yr"
"1667467191-780","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Arts [M.A] Archaeology - Human Osteoarchaeology","1 year","null","Full Time","null","15 Jun, 2022","INR 12 L/Yr"
"1667467191-781","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Arts [M.A] Asian Studies","1 year","null","Full Time","null","15 Jun, 2022","INR 12 L/Yr"
"1667467191-782","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Arts [M.A] English - Irish Writing and Film","1 year","null","Full Time","null","15 Jun, 2022","INR 12 L/Yr"
"1667467191-783","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Arts [M.A] English - Modernities: American and British Literature and Film","1 year","null","Full Time","null","15 Jun, 2022","INR 12 L/Yr"
"1667467191-784","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Arts [M.A] Film and Screen Media","1 year","null","Full Time","null","15 Jun, 2022","INR 12 L/Yr"
"1667467191-785","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Arts [M.A] History of Art - Modern and Contemporary Art","1 year","null","Full Time","null","15 Jun, 2022","INR 12 L/Yr"
"1667467191-786","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Arts [M.A] Human Osteoarchaeology","1 year","null","Full Time","null","15 Jun, 2022","INR 12 L/Yr"
"1667467191-787","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Arts [M.A] Philosophy","1 year","null","Full Time","null","15 Jun, 2022","INR 12 L/Yr"
"1667467191-788","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Arts [M.A] Print English - Modernities: American and British Literature and Film","1 year","null","Full Time","null","15 Jun, 2022","INR 12 L/Yr"
"1667467191-789","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Arts [M.A] Theatre and Performative Practices","1 year","null","Full Time","null","15 Jun, 2022","INR 12 L/Yr"
"1667467191-790","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Engineering [M.Eng] Sc Engineering - Electrical and Electronic Engineering","1 year","null","Full Time","null","15 Jun, 2022","INR 20.3 L/Yr"
"1667467191-791","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Applied Science - Geographical Information System and Remote Sensing","1 year","null","Full Time","null","15 Jun, 2022","INR 12.9 L/Yr"
"1667467191-792","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Applied Science - Marine Biology","1 year","null","Full Time","null","15 Jun, 2022","INR 20.3 L/Yr"
"1667467191-793","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Applied Science (Analysis of Pharmaceutical Compounds)","1 year","null","Full Time","null","15 Jun, 2022","INR 20.3 L/Yr"
"1667467191-794","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Applied Science (Bioinformatics with Systems Biology)","1 year","null","Full Time","null","15 Jun, 2022","INR 18.4 L/Yr"
"1667467191-795","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Applied Science (Environmental Analytical Chemistry)","1 year","null","Full Time","null","15 Jun, 2022","INR 21.2 L/Yr"
"1667467191-796","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Biology - Bioinformatics with Computational Biology","1 year","null","Full Time","null","15 Jun, 2022","INR 16.6 L/Yr"
"1667467191-797","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Co-operative and Social Enterprise","1 year","null","Full Time","null","15 Jun, 2022","INR 5.5 L/Yr"
"1667467191-798","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Corporate Finance","1 year","null","Full Time","null","15 Jun, 2022","INR 16.6 L/Yr"
"1667467191-799","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Electronic Business","1 year","null","Full Time","null","15 Jun, 2022","INR 14.8 L/Yr"
"1667467191-800","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Food Business","18 months","null","Full Time","null","15 Jun, 2022","null"
"1667467191-801","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Food Marketing","1 year","null","Full Time","null","15 Jun, 2022","INR 14.3 L/Yr"
"1667467191-802","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Information Systems for Business Performance","1 year","null","Full Time","null","15 Jun, 2022","INR 16.6 L/Yr"
"1667467191-803","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Post-Graduate Certificate Nutritional Sciences","1 year","null","Full Time","null","15 Jun, 2022","null"
"1667467191-804","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Architecture","4 years","Honours","Full Time","null","31 May, 2022","INR 20.3 L/Yr"
"1667467191-805","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Bachelor of Science [B.S] Nursing Studies","1 year","On Campus","Full Time","null","31 May, 2022","INR 9.7 L/Yr"
"1667467191-806","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Arts [M.A] Digital Music and Media Composition","2 years","On Campus","Full Time","null","15 Jun, 2022","INR 5 L/Yr"
"1667467191-807","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Business Administration [M.B.A] Executive MBA","2 years","On Campus","Part Time","90","15 Jun, 2021","INR 26.8 L/Yr"
"1667467191-808","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Education [M.Ed]","1 year","On Campus","Full Time","null","15 Jun, 2022","null"
"1667467191-809","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Financial Economics(Investment, Banking and Risk Management)","1 year","On Campus","Full Time","null","15 Jun, 2022","INR 16.6 L/Yr"
"1667467191-810","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.S] Interactive Media","1 year","On Campus","Full Time","null","15 Jun, 2022","INR 9.2 L/Yr"
"1667467191-811","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Management & Marketing","1 year","On Campus","Full Time","null","15 Jun, 2022","INR 17.4 L/Yr"
"1667467191-812","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Pharmacy - Clinical Pharmacy","2 years","null","Part Time","null","15 Jun, 2022","INR 7.4 L/Yr"
"1667467191-813","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.Sc] Technology Management","2 years","On Campus","Full Time","null","15 Jun, 2022","null"
"1667467191-814","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.S] Actuarial Science","1 year","On Campus","Full Time","85","31 Jul, 2022","INR 17.4 L/Yr"
"1667467191-815","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Accounting [M.Acc]","1 year","On Campus","Full Time","null","15 Jun, 2022","INR 17.4 L/Yr"
"1667467191-816","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.S] Data Science and Analytics","1 year","On Campus","Full Time","null","15 Jun, 2022","INR 17.4 L/Yr"
"1667467191-817","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.S] Business Information and Analytics System","1 year","On Campus","Full Time","null","31 May, 2022","INR 17.4 L/Yr"
"1667467191-818","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.S] Mathematical Modelling and Self-Learning System","1 year","On Campus","Full Time","null","31 May, 2022","INR 17.4 L/Yr"
"1667467191-819","https://collegedunia.com/ireland/college/725-university-college-cork-cork/programs#","Master of Science [M.S] Financial and Computational Mathematics","1 year","On Campus","Full Time","6.5","30 Jun, 2023","INR 15 L/Yr"
