web-scraper-order,web-scraper-start-url,course_name,course_duration,type_of_study,part_time_full_time,ielts_score,application_deadline,fees,File_Name
1667467493-890,https://collegedunia.com/ireland/college/726-dublin-city-university-dublin/programs#,Bachelor Of Business Administration(B.B.A) Marketing Innovation and Technology,4 years,"Co Op, On Campus",Full Time,92.0,"01 Jul, 2022",INR 13.5 L/Yr,scraper_1.csv
1667467493-891,https://collegedunia.com/ireland/college/726-dublin-city-university-dublin/programs#,Bachelor Of Business Administration(B.B.A) Business Studies International,4 years,On Campus,Full Time,92.0,"01 Jul, 2022",INR 13.4 L/Yr,scraper_1.csv
1667467493-892,https://collegedunia.com/ireland/college/726-dublin-city-university-dublin/programs#,Bachelor of Arts [B.A] Global Business (France),4 years,On Campus,Full Time,92.0,"01 Jul, 2022",INR 13.5 L/Yr,scraper_1.csv
1667467493-893,https://collegedunia.com/ireland/college/726-dublin-city-university-dublin/programs#,Bachelor of Arts [B.A] Global Business (Germany),4 years,On Campus,Full Time,92.0,"01 Jul, 2022",INR 13.4 L/Yr,scraper_1.csv
1667467493-894,https://collegedunia.com/ireland/college/726-dublin-city-university-dublin/programs#,Bachelor of Arts [B.A] Global Business (Spain),4 years,On Campus,Full Time,92.0,"01 Jul, 2022",INR 13.4 L/Yr,scraper_1.csv
1667467493-895,https://collegedunia.com/ireland/college/726-dublin-city-university-dublin/programs#,Bachelor of Arts [B.A] Global Business (Canada),4 years,On Campus,Full Time,92.0,"01 Jul, 2022",INR 13.4 L/Yr,scraper_1.csv
1667467493-896,https://collegedunia.com/ireland/college/726-dublin-city-university-dublin/programs#,Bachelor of Science [B.S] Data Science,4 years,On Campus,Full Time,,"16 Jul, 2021",INR 14.4 L/Yr,scraper_1.csv
1667467493-897,https://collegedunia.com/ireland/college/726-dublin-city-university-dublin/programs#,Master of Arts [M.A] International Relations,1 year,On Campus,Full Time,,"31 May, 2022",INR 14.4 L/Yr,scraper_1.csv
1667467493-898,https://collegedunia.com/ireland/college/726-dublin-city-university-dublin/programs#,Master of Science [M.S] Computer Science,4 years,On Campus,Full Time,,,,scraper_1.csv
1667466172-247,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Doctor of Philosophy [Ph.D] Computer Science,4 years,On Campus,Full Time,,,INR 17.1 L/Yr,scraper_10.csv
1667466172-248,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Computer Science,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-249,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Science [B.S] Computer Science,4 years,Honours,Full Time,,"15 Jul, 2023",INR 21.9 L/Yr,scraper_10.csv
1667466172-250,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor Actuarial & Financial Studies,4 years,Honours,Full Time,,"15 Jul, 2023",INR 16 L/Yr,scraper_10.csv
1667466172-251,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Executive Master of Business Administration [E.M.B.A],2 years,On Campus,Full Time,520.0,,INR 14.7 L/Yr,scraper_10.csv
1667466172-252,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Business Administration [M.B.A],1 year,On Campus,Full Time,7.0,,INR 33 L/Yr,scraper_10.csv
1667466172-253,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor Veterinary Medicine,5 years,Honours,Full Time,,"15 Jul, 2023",INR 28.3 L/Yr,scraper_10.csv
1667466172-254,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Arts [M.A] Management,2 years,,Full Time,,,INR 11.4 L/Yr,scraper_10.csv
1667466172-255,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Data and Computational Science,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-256,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Supply Chain and Account Management (Retail and Foodservice),18 months,,Full Time,,,,scraper_10.csv
1667466172-257,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Laws [L.L.B] Law,4 years,Honours,Full Time,,"15 Jul, 2023",INR 3.1 L/Yr,scraper_10.csv
1667466172-258,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Science [B.S] Geology,4 years,Honours,Full Time,,"15 Jul, 2023",INR 2.8 L/Yr,scraper_10.csv
1667466172-259,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Science [B.S] Physics with Astronomy & Space Science,4 years,Honours,Full Time,,"15 Jul, 2023",INR 20.7 L/Yr,scraper_10.csv
1667466172-260,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Public Health [M.P.H],1 year,On Campus,Full Time,,,,scraper_10.csv
1667466172-261,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Biological and Biomolecular Science,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-262,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Critical Care Nursing,1 year,On Campus,Full Time,,,INR 9.8 L/Yr,scraper_10.csv
1667466172-263,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor Business/Bachelor of Commerce Degree Course,4 years,Honours,Full Time,,"15 Jul, 2023",INR 16.9 L/Yr,scraper_10.csv
1667466172-264,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor Energy Systems Engineering,3 years,,Full Time,,"15 Jul, 2023",,scraper_10.csv
1667466172-265,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor Medicine,6 years,Honours,Full Time,,"15 Jul, 2023",INR 46 L/Yr,scraper_10.csv
1667466172-266,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Arts [B.A] Psychology,3 years,Honours,Full Time,,"15 Jul, 2023",INR 16 L/Yr,scraper_10.csv
1667466172-267,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,"Bachelor of Science [B.S] Biomedical, Health & Life Sciences",4 years,Honours,Full Time,,"15 Jul, 2023",INR 20.7 L/Yr,scraper_10.csv
1667466172-268,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Science [B.S] Mechanical Engineering,4 years,Honours,Full Time,,"15 Jul, 2023",INR 20.7 L/Yr,scraper_10.csv
1667466172-269,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Science [B.S] Microbiology,4 years,Honours,Full Time,,"15 Jul, 2023",INR 20.7 L/Yr,scraper_10.csv
1667466172-270,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,"Master Civil, Structural and Environmental Engineering",2 years,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-271,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Engineering [M.Eng] Biopharmaceutical Engineering,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-272,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Business Analytics,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-273,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] International Law and Business,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-274,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Management Consultancy,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-275,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Social Data Analytics,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-276,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Supply Chain Management,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-277,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.S] Marketing,1 year,On Campus,Full Time,7.0,,INR 17.6 L/Yr,scraper_10.csv
1667466172-278,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor Agricultural Science Agri-Environmental Sciences,4 years,Honours,Full Time,,"15 Jul, 2023",INR 20.7 L/Yr,scraper_10.csv
1667466172-279,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Arts [B.A] Geography,3 years,Honours,Full Time,,"15 Jul, 2023",INR 2.8 L/Yr,scraper_10.csv
1667466172-280,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Arts [B.A] German,3 years,,Full Time,,"15 Jul, 2023",INR 16.9 L/Yr,scraper_10.csv
1667466172-281,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Arts [B.A] Information & Social Computing,3 years,Honours,Full Time,,"15 Jul, 2023",INR 16 L/Yr,scraper_10.csv
1667466172-282,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Science [B.S] Biology & Mathematics Education & MSc,5 years,Honours,Full Time,,"15 Jul, 2023",INR 21.9 L/Yr,scraper_10.csv
1667466172-283,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Science [B.S] Economics & Finance,3 years,Honours,Full Time,,"15 Jul, 2023",INR 16.9 L/Yr,scraper_10.csv
1667466172-284,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Science [B.S] Landscape Architecture,4 years,Honours,Full Time,,"15 Jul, 2023",INR 2.8 L/Yr,scraper_10.csv
1667466172-285,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Science [B.S] Nursing (Children's & General),54 months,Honours,Full Time,,"15 Jul, 2023",INR 2.8 L/Yr,scraper_10.csv
1667466172-286,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Bachelor of Science [B.S] Nursing (General),4 years,Honours,Full Time,,"15 Jul, 2023",INR 21.9 L/Yr,scraper_10.csv
1667466172-287,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master EngSc in Engineering Management,1 year,,Full Time,,,INR 21.9 L/Yr,scraper_10.csv
1667466172-288,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master Public Health (Nutrition),1 year,,Full Time,,,,scraper_10.csv
1667466172-289,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Laws [L.L.M] International Human Rights,1 year,,Full Time,,,INR 16.9 L/Yr,scraper_10.csv
1667466172-290,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Biotherapeutics,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-291,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Chemistry,1 year,,Full Time,,,INR 22.9 L/Yr,scraper_10.csv
1667466172-292,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Digital Innovation,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
1667466172-293,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Forensic Computing & Cybercrime Investigation,1 year,,Full Time,,,INR 4.1 L/Yr,scraper_10.csv
1667466172-294,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.S] Human Resource Management,1 year,On Campus,Full Time,6.5,,INR 19.1 L/Yr,scraper_10.csv
1667466172-295,https://collegedunia.com/ireland/college/724-university-college-dublin-belfield/programs#,Master of Science [M.Sc] Mathematical Science,1 year,,Full Time,,,INR 17.7 L/Yr,scraper_10.csv
