,author,reviewBody,reviewRating,ratingMaxvalue,reviewTags,dateCreated,images,reviewUrl,reviewSource,originalText,name,reviewCount,aggregateRating,address,place_id,input,businessUrl
57,D K,Best college in entire Dublin. Teaching faculty is great they helps a lot throughout assessment and clearly explains all the concepts. Got results today. Happy with college. Provides all the amenities! Was a best masters journey.. I'll miss this college,5.0,5.0,,2 months ago,,https://www.google.com/maps/contrib/108522922768320668109/reviews?hl=en-US&sa=X&ved=2ahUKEwjpg6ef5OP7AhWBEGIAHZ9nChQQvfQBegQIARBA,www.google.com,,Dublin Business School,179,3.6,"13/14 Aungier St, Dublin, Ireland",ChIJl85j6J0OZ0gRJ4pU5EFa_dU,"https://www.google.com/search?q=dublin+business+school&rlz=1C1CHBF_enIN962IN962&oq=Dublin+Business+School&aqs=chrome.0.0i355i433i512j46i433i512j0i512j0i20i263i512j0i512l3j69i61.899j0j9&sourceid=chrome&ie=UTF-8#lrd=0x48670e9de863ce97:0xd5fd5a41e4548a27,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJl85j6J0OZ0gRJ4pU5EFa_dU
58,Stephan Wagner,"Honestly, stay away from it. Really poor education if you are used to any standards. One star for the nice attitude of the lecturers (if they come to uni and do not stay away without excuses) and the more or less organized administration of the college (in strong contrast to professors). Feeling robbed money and time, peace ✌🏼 edit: seeing this college is not even replying or reacting to this shows how little they care 🙃",1.0,5.0,,11 months ago,,https://www.google.com/maps/contrib/103654733345080922792/reviews?hl=en-US&sa=X&ved=2ahUKEwjT--Of5OP7AhXXLFkFHZPzDmwQvfQBegQIARAC,www.google.com,,Dublin Business School,179,3.6,"13/14 Aungier St, Dublin, Ireland",ChIJl85j6J0OZ0gRJ4pU5EFa_dU,"https://www.google.com/search?q=dublin+business+school&rlz=1C1CHBF_enIN962IN962&oq=Dublin+Business+School&aqs=chrome.0.0i355i433i512j46i433i512j0i512j0i20i263i512j0i512l3j69i61.899j0j9&sourceid=chrome&ie=UTF-8#lrd=0x48670e9de863ce97:0xd5fd5a41e4548a27,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJl85j6J0OZ0gRJ4pU5EFa_dU
59,Nithin john,"The Dublin business school is the most cheated institute in Dublin Ireland . This is my own personal experience 3years before I came here to study MBA programme. The management decided to make me fail in my examination for 3times due to no reason . I experience a high pressure in those times and my future career every thing is finished due to that and also my stay back finished. Now I ended up in huge mortgage (loan amount) and also I have experience the direct experience of violation . Student who studied the experience high amount of pressure and the faculties are also irresponsible and miss behaving to people ideas opportunities and plans ,several student were experience some terrible experience from lecture Shakeel siddique,enda Murphy, those time few students made complaint about there behaviour but the management never and further enquiries . The management haven't had any sense of responsibilities about the exparter students careers. Such a racist school never proud to say but even though never give any morality,kindness to student life . Student experience no further support from the institute . I suggest no one to participate there any courses I feel like I was very sad to give an late review about the general.",1.0,5.0,,6 months ago,,https://www.google.com/maps/contrib/114220032754039308506/reviews?hl=en-US&sa=X&ved=2ahUKEwjpg6ef5OP7AhWBEGIAHZ9nChQQvfQBegUIARDFAQ,www.google.com,,Dublin Business School,179,3.6,"13/14 Aungier St, Dublin, Ireland",ChIJl85j6J0OZ0gRJ4pU5EFa_dU,"https://www.google.com/search?q=dublin+business+school&rlz=1C1CHBF_enIN962IN962&oq=Dublin+Business+School&aqs=chrome.0.0i355i433i512j46i433i512j0i512j0i20i263i512j0i512l3j69i61.899j0j9&sourceid=chrome&ie=UTF-8#lrd=0x48670e9de863ce97:0xd5fd5a41e4548a27,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJl85j6J0OZ0gRJ4pU5EFa_dU
60,Jack Mc Govern,Just started science coarse here have never felt more comfortable and exited somehow feel like I've experienced mouths of being at Dkit in one week. Leave every day feeling accomplished and exited for tomorrow the science department has already made a statement for proactive reflective learning which is very exciting.,5.0,5.0,,3 years ago,,https://www.google.com/maps/contrib/112989030372281794179/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegUIARCPAQ,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
61,IshCookie,Great spot for dog walking.,5.0,5.0,,11 months ago,,https://www.google.com/maps/contrib/110654646642572918609/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegQIARBw,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
62,Abdullah Muhaithel,"Don’t even think to study in this racist college , Believe me You will Never get Your RIGHT AS a STUDENT!!",1.0,5.0,,4 years ago,,https://www.google.com/maps/contrib/117271414476204605609/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegUIARDIAQ,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
63,Dan,Results are based on favouritism pretty much..,1.0,5.0,,6 months ago,,https://www.google.com/maps/contrib/104281779038809380020/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegQIARAC,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
64,Colin Coombes,Attended open day with my daughter and staff couldn't be more helpful well run event and very informative,5.0,5.0,,a year ago,,https://www.google.com/maps/contrib/103036300605067114903/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegUIARDpAQ,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
65,Stephen McElligott,Great place to go.,5.0,5.0,,7 months ago,,https://www.google.com/maps/contrib/113131013066268067401/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegQIARAu,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
66,Gavin Gray,"Very unorganized college, I'm going back to study on Monday and they still have no timetable for me!",1.0,5.0,,3 years ago,,https://www.google.com/maps/contrib/100498061045721979459/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegQIARAY,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
67,Queen,"I would give a rise compliment to Mairead Mc Kenna, Susan Murphy and Cathriona Connor. They are the best in DKIT I was lucky to meet them. I wished other staff be cared in teaching good not only for their salary and have good heart like them. The stars just for them. I dont want to give full stars for the college because they let me suffer without obtaining good learning.",3.0,5.0,,a week ago,,https://www.google.com/maps/contrib/109299421629672103320/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegQIARAj,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
68,Sajjad Ahmad,One of the best institute in the country,5.0,5.0,,a year ago,,https://www.google.com/maps/contrib/111545465146482740002/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegQIARBE,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
69,Lokesh Varma,It is good institute but lacks a bit more in mental health. Friendly environment but you need to be socially active otherwise it will be a bit difficult to speak to the others.,4.0,5.0,,2 years ago,,https://www.google.com/maps/contrib/100645343301946687335/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegUIARD_AQ,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
70,Stephen Condren,"Clean, and safe regarding covid measures",5.0,5.0,,a year ago,,https://www.google.com/maps/contrib/106703678413995783684/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegUIARCcAQ,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
71,Steven Butler,"Parking is appalling, nasty clampers",2.0,5.0,,a year ago,,https://www.google.com/maps/contrib/107909439947405706590/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegUIARCyAQ,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
72,NELSON GEORGE,Bigger campus than I thought. Need a bit for maintenance.,4.0,5.0,,a year ago,,https://www.google.com/maps/contrib/117544838505845634260/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegQIARBa,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
73,Richard Blondel,"Amazing year at DkIT as an Erasmus student, great and reactive administrative team who took care of us. Great teachers for the BSc in computing with good pedagogical skills and a will to transfer their knowledge. Would 100% recommend",5.0,5.0,,2 years ago,,https://www.google.com/maps/contrib/105529543299310456324/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegUIARC7AQ,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
74,David Casey,Great place.,4.0,5.0,,3 months ago,https://lh5.googleusercontent.com/p/AF1QipNz44Yub_sEuphM0-cPxZp9PbW7_yodyFU422u8 | https://lh5.googleusercontent.com/p/AF1QipObcNVJspF_b8CCeqRj6xzcIcz9lL0f2DsTZEAH | https://lh5.googleusercontent.com/p/AF1QipO-zWtRGTU3YJ_q-qqUma5ReNCq8L-68oTTZ3d7 | https://lh5.googleusercontent.com/p/AF1QipO0XG8eNmYve_4Po9bqFKWlZlW959XfHD9Uyf1- | https://lh5.googleusercontent.com/p/AF1QipPjjs_CiioYThEcn5jAIWOWkkUG6qyYODiXw6XI | https://lh5.googleusercontent.com/p/AF1QipMxbSSQeKlBwadABGY9kclPqu6KcjixXUtEpp0k | https://lh5.googleusercontent.com/p/AF1QipOjkSIXkh_pXtLZO9rijkN3VvsCITAniec5a-6o | https://lh5.googleusercontent.com/p/AF1QipMaX-rKmABV9eAGPhnu0C-9Urqtc6_UBtdAuWfk | https://lh5.googleusercontent.com/p/AF1QipOLDu1bQ7gdfe6FnRXHl15aIL-qILDvlQLqG4jU | https://lh5.googleusercontent.com/p/AF1QipO-UWZpUDxN03PiOymHzJuf2dK0SwD3UAUPXREk | https://lh5.googleusercontent.com/p/AF1QipNhDsxX5fA2SKqVX5lD8GlOWEizI6yBHb5a0N9W | https://lh5.googleusercontent.com/p/AF1QipOqGB2PzHrjn_QxuheT5LCNpOE82pxFv294iqob | https://lh5.googleusercontent.com/p/AF1QipNS3ylRAW1Ser_bi1TRasIuWh0Tz7QGYG7H7E2S | https://lh5.googleusercontent.com/p/AF1QipNQTlft5YfwmB2rwAMTvP62hLkL9bQ9CaZcKu_V | https://lh5.googleusercontent.com/p/AF1QipNyxDKvhmsHuEB36p6IRSf084_pLkOHDN4_-koR | https://lh5.googleusercontent.com/p/AF1QipP7_-z9wfud8QZ_OjpvQcvmXAdsmsf2oRFUNno9 | https://lh5.googleusercontent.com/p/AF1QipNm0JIkI9E_sI4UDWofy3aqlqcGjgv6NViEKwkN | https://lh5.googleusercontent.com/p/AF1QipO3A0_yZvwWQ0aNz6dpK2_HQ7c2-J40wxpGCAUz,https://www.google.com/maps/contrib/100018177439627393137/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegQIARBQ,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
75,Rhona OHagan,"Brilliant as ever xxThank You Ins for Lovely Evening to Assist Us all in Our ""Darkness into Light"" Xperience once again X Again Thankz a Mil x",5.0,5.0,,6 months ago,,https://www.google.com/maps/contrib/109424381521058324598/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegQIARB5,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
76,Mantas Nėnius,Great place to get your level 8 in civil engineering. Loved the staff and the course itself. The only drawback was paid parking and overpriced cafeteria food.,5.0,5.0,,a year ago,,https://www.google.com/maps/contrib/109610180938951932122/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegUIARClAQ,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
77,Danielle,"Still waiting on results ? I wouldn’t recommend dkit. The lecturers don’t care about anything other than their wages. Even if you reach out to some of them on email, you probably won’t get a response for weeks at a time. One of our lecturers have been amazing and I would love if they all followed the same process as her however that is not the case. When spending enormous amounts of money on an ‘education’ I’d expect appropriate conduct, teaching and resources yet this is not the case. On top of that if you miss a class even though they are all recorded, it seems some lecturers will hold a grudge, which is sad in fact. We all have busy lives just trying to get by so if the class of recorded why should being present at the time matter? Why don’t you find lecturers who actually have a passion for teaching? Instead you take ones on who already have multiple jobs resulting in them neglecting their students, teaching process and results. Also I don’t think one lecturer should have final control over results either it should be peer reviewed by someone else in the department especially when some subjects are quite subjective too.",1.0,5.0,,5 months ago,,https://www.google.com/maps/contrib/108541957605233996787/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegQIARA6,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
78,Alan Wilson,Great place to study with excellent facilities and staff,5.0,5.0,,6 years ago,,https://www.google.com/maps/contrib/104524077588546376705/reviews?hl=en-US&sa=X&ved=2ahUKEwiD9ofu6eP7AhXkF1kFHV6DBtAQvfQBegUIARCGAQ,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
79,Don Dealgan,Great grounds for dog walking,3.0,5.0,,a year ago,https://lh5.googleusercontent.com/p/AF1QipP6uKxmFMaan3Wh_gnle9nUAA47VIrGKVJCxCMU,https://www.google.com/maps/contrib/114470254404505667251/reviews?hl=en-US&sa=X&ved=2ahUKEwj1t7nt6eP7AhUmF2IAHVrOCkEQvfQBegUIARDRAQ,www.google.com,,Dundalk Institute of Technology,87,4.5,"Institute of Technology, Dublin Rd, Marshes Upper, Dundalk, County Louth, Ireland",ChIJg5xFFhTMYEgRwhbyrb1Dx2w,"https://www.google.com/search?q=dundalk+institute+of+technology&rlz=1C1CHBF_enIN962IN962&oq=Dundalk+Institute+of+Technology&aqs=chrome.0.35i39i355j46i39j0i512l2j46i175i199i512j69i60j69i61l2.824j0j9&sourceid=chrome&ie=UTF-8#lrd=0x4860cc1416459c83:0x6cc743bdadf216c2,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJg5xFFhTMYEgRwhbyrb1Dx2w
80,Nicholas Schena,Griffith College was a great opportunity for me as an American student doing a semester abroad. My program was very accommodating and the college itself offered a lot of interesting classes for me to take and create my own schedule. The lecturers and staff were brilliant and the residence halls were well kept. A great experience!,5.0,5.0,,5 years ago,,https://www.google.com/maps/contrib/116243480559886792161/reviews?hl=en-US&sa=X&ved=2ahUKEwiWxNCr4uP7AhUaF2IAHQ_jCegQvfQBegQIARAY,www.google.com,,Griffith College,179,4.0,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",ChIJxxW5MxgMZ0gRLgb1Fq6sg08,"https://www.google.com/search?q=griffith+college&rlz=1C1CHBF_enIN962IN962&oq=Griffith+College&aqs=chrome.0.0i355i433i512j46i433i512j0i512j46i175i199i512j0i512l6.884j0j9&sourceid=chrome&ie=UTF-8#lrd=0x48670c1833b915c7:0x4f83acae16f5062e,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJxxW5MxgMZ0gRLgb1Fq6sg08
81,Romina Raimondi,"My daughter has recently stayed at this college during a summer study trip. It is an excellent college, close to the city center, beautiful indoor and outdoor spaces, good English course, good canteen (you just need a little bit of ability to adapt and curiosity about different kitchens), efficient and super welcome laundry service! Our Italian tour operator made a great choice with Griffith College!",5.0,5.0,,3 months ago,,https://www.google.com/maps/contrib/114286709928835584733/reviews?hl=en-US&sa=X&ved=2ahUKEwjx8ZKr4uP7AhXAGFkFHUr1AkgQvfQBegQIARBA,www.google.com,,Griffith College,179,4.0,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",ChIJxxW5MxgMZ0gRLgb1Fq6sg08,"https://www.google.com/search?q=griffith+college&rlz=1C1CHBF_enIN962IN962&oq=Griffith+College&aqs=chrome.0.0i355i433i512j46i433i512j0i512j46i175i199i512j0i512l6.884j0j9&sourceid=chrome&ie=UTF-8#lrd=0x48670c1833b915c7:0x4f83acae16f5062e,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJxxW5MxgMZ0gRLgb1Fq6sg08
82,武rara,"The school still owes me more than 1000 euros. I have found the school staff many times but have not solved it. Now I have gone to other schools to study, and my refund has not been returned to me. My experience in this school is very poor.",1.0,5.0,,2 months ago,,https://www.google.com/maps/contrib/113047425766757791139/reviews?hl=en-US&sa=X&ved=2ahUKEwjx8ZKr4uP7AhXAGFkFHUr1AkgQvfQBegUIARCYAQ,www.google.com,,Griffith College,179,4.0,"S Circular Rd, Saint Catherine's, Dublin 8, Ireland",ChIJxxW5MxgMZ0gRLgb1Fq6sg08,"https://www.google.com/search?q=griffith+college&rlz=1C1CHBF_enIN962IN962&oq=Griffith+College&aqs=chrome.0.0i355i433i512j46i433i512j0i512j46i175i199i512j0i512l6.884j0j9&sourceid=chrome&ie=UTF-8#lrd=0x48670c1833b915c7:0x4f83acae16f5062e,1,,,",https://www.google.com/maps/place/?q=place_id:ChIJxxW5MxgMZ0gRLgb1Fq6sg08
