CourseID,Course_name,Score1,Score2
CK404,Environmental and Earth System Sciences,390,440
CK405,Genetics,465,500
CK406,Chemical Sciences,380,440
CK407,Mathematical Sciences,520,565
CK408,Physics and Astrophysics,460,515
CK502,Food Marketing and Entrepreneurship,435,460
CK504,Nutritional Sciences,490,510
CK505,Food Science,405,430
CK506,International Development and Food Policy,335,375
CK601,Process and Chemical Engineering,405,520
CK602,Civil and Environmental Engineering,395,460
CK603,Energy Engineering,400,510
CK605,Electrical and Electronic Engineering,410,505
CK606,Architecture - Joint UCC and CIT programme,400,460
CK701,Medicine - (Undergraduate Entry),738#*,N/A
CK702,Dentistry,575*,590
CK703,Pharmacy,565*,580
CK704,Occupational Therapy,530,540
CK705,Speech and Language Therapy,525*,545
CK706,Public Health,375,410
CK710,General Nursing,450*,475
CK711,Mature Applicants General Nursing,229#,234
CK712,Children's and General Nursing (Integrated),525*,550
CK713,Mature Applicants Children's and General Nursing (Integrated,232#*,236
CK720,Psychiatric Nursing,430,455
CK721,Mature Applicants Psychiatric Nursing,220#,228
CK730,Intellectual Disability Nursing,425,435
CK731,Mature Applicants Intellectual Disability Nursing,206#*,213
CK740,Midwifery,455,480
CK741,Mature Applicants Midwifery,233#*,238
CK791,Medicine - (Graduate Entry),55#*,57
AH001,Theology and Philosophy,250,285
AH002,Theology and Psychology,315,340
AH003,Theology and English Literature,295,345
AC120,International Business,295,345
AC121,Accounting and Finance,275,320
AC137,Liberal Arts,280,280
CE001,Education - Primary Teaching,435***,460
CM001,Education - Primary Teaching,465,470
CM002,Education - Primary Teaching - Gaeltacht Applicants,435#,490
CM010,Arts - Education Studies,310,350
DB512,Business Studies,220,295
DB514,Business and Law,195,300
DB515,Business with Human Resource Management,305,320
DB516,Business with Financial Services,235,275
DB517,Marketing with Event Management,235,300
DB518,Marketing with Digital Media,205,335
DB519,Business Management with Leisure and Recreation,200,270
DB520,Business Studies (with work placement),255,325
DB521,Accounting and Finance,230,325
DB525,Marketing with Digital Media and Cloud Computing,260,320
DB526,Business Information Systems with Cloud Computing,285,335
DB531,Marketing,100,325
DB553,Film Literature and Drama,250,310
DB561,Arts (General),210,300
DB562,Psychology,235,335
DB565,Journalism,210,315
DB566,Social Science,225,300
DB567,Film Studies,220,300
DB568,Law,230,325
DB569,Business and Psychology,235,340
DC110,Business Studies International,415,445
DC111,Business Studies,425,450
DC112,European Business (French),480,490
DC113,European Business (German),405,435
DC114,European Business (Spanish),405,440
DC115,Accounting and Finance,450,480
DC116,European Business (Transatlantic Studies),550,575
DC117,Aviation Management/ AM with Pilot Studies,425,460
DC118,Gno agus Gaeilge,340,360
DC120,Enterprise Computing,350,375
DC121,Computer Applications,390,420
DC126,Actuarial Mathematics,515,540
DC127,Actuarial Financial and Mathematical Sciences (common entry),450,500
DC131,Communication Studies,425,465
DC132,Journalism,410,460
DC133,Multimedia,430,460
DC155,Applied Language and Intercultural Studies - common entry,350,445
DC156,Languages for International Comm. - English Stream - non-nat,#,666
DC161,Analytical Science,460*,480
DC162,Chemical and Pharmaceutical Sciences,470,495
DC166,Environmental Science and Health,405,420
DC167,Physics with Astronomy,415,440
DC168,Genetics and Cell Biology,485,495
DC170,Horticulture,380,425
DC171,Applied Physics,410,495
DC173,Physics with Biomedical Sciences,415,465
DC181,Biotechnology,465,480
DC191,Electronic Engineering,380,425
DC192,Information and Communications Engineering,425,425
DC193,Mechatronic Engineering,380,450
DC195,Mechanical and Manufacturing Engineering,345,420
DC196,Manufacturing Engineering with Business Studies,330,370
DC197,Biomedical Engineering,380,435
DC199,Digital Media Engineering,350,475
DC200,Common Entry into Engineering (Undenominated Entry),370,445
DC201,Common Entry into Science (Undenominated Entry),435,460
DC202,Sport Science and Health,475,485
DC203,Science Education,440,455
DC204,Athletic Therapy and Training,520,530
DC205,Physical Education with Biology,505,515
DC206,Physical Education with Mathematics,500,540
DC208,Psychology,500,510
DC209,Health and Society,430,450
DC211,Music Performance at the Royal Irish Academy of Music,195#,450
DC212,Composition at the Royal Irish Academy of Music,535#,535
DC215,General Nursing,440,455
DC216,Psychiatric Nursing,390*,400
DC217,Intellectual Disability Nursing,395,410
DC218,Children's and General Nursing (Integrated),495,505
DC225,Mature Applicants General Nursing,225#,230
DC226,Mature Applicants Psychiatric Nursing,216#,221
DC227,Mature Applicants Intellectual Disability Nursing,210#,217
DC228,Mature Applicants Children's and General Nursing (Integrated,241#,247
DC230,Economics Politics and Law,390,415
DC231,International Relations,390,435
DC232,Law and Society (BCL),410,445
DC235,Education and Training,320,350
DC238,Contemporary Culture and Society,335,355
DC239,Gaeilge agus Iriseoireacht/Irish and Journalism,470,515
DC240,Marketing Innovation and Technology,430,455
DT001,Product Design,395,435
DT021,Electrical / Electronic Engineering,393,454
DT023,Manufacturing and Design Engineering,315,350
DT025,Engineering - Common 1st Year,365,430
DT028,Transport Operations and Technology,270,330
DT081,Computer and Communications Engineering,370,410
DT101,Architecture,545#,605
DT106,Planning and Environmental Management,275,310
DT110,Property Economics (Valuation Surveying),275,335
DT111,Construction Economics and Management (Quantity Surveying),270,320
DT112,Geomatics (Surveying and Mapping),270,330
DT117,Construction Management,260,315
DT175,Architectural Technology,300,330
DT203,Forensic & Environmental Chemistry,325,380
DT204,Biomedical Science,480,495
DT205,Mathematical Sciences,285,360
DT211,Computing,350,370
DT220,Industrial Mathematics,275,370
DT222,Physics Technology,320,345
DT223,Human Nutrition and Dietetics,555,565
DT224,Optometry,525,540
DT227,Science with Nanotechnology,375,405
DT228,Computer Science,400,430
DT229,Clinical Measurement Science,440,470
DT235,Physics with Medical Physics and Bioengineering,325,370
DT299,Chemical Sciences with Medicinal Chemistry,390,440
DT321,Business and Law,400,435
DT341,Marketing,375,395
DT343,Retail and Services Management,330,360
DT354,Business Computing,340,355
DT358,Logistics and Supply Chain Management,290,330
DT365,Business and Management,400,425
DT366,Accounting and Finance,380,410
DT398,Human Resource Management,340,355
DT399,Economics and Finance,385,400
DT401,International Hospitality Management,295,340
DT407,Culinary Arts,370,405
DT412,Tourism Marketing,250,300
DT413,Event Management,380,410
DT416,Culinary Entrepreneurship,335,360
DT417,Bar Studies (Management and Entrepreneurship),285,310
DT420,Nutraceuticals in Health and Nutrition,400,420
DT421,Food Innovation,280,335
DT422,Pharmaceutical Healthcare,345,375
DT491,Environmental Health,325,370
DT501,Music,317#,502
DT504,Film and Broadcasting,460,485
DT505,Film and Broadcasting with a Language,415,440
DT506,Commercial Modern Music,435#,495
DT507,Ghaeilge don Saol Proifisiunta (Irish for Prof Purposes),N/A,N/A
DT518,Languages and International Tourism (French),310,350
DT519,Languages and International Tourism (German),320,355
DT520,Languages and International Tourism (Spanish),305,335
DT529,Drama (Performance),360#,480
DT532,Law,350,385
DT533,Visual and Critical Studies,300,310
DT544,Design - Interior and Furniture,465#,785
DT545,Design - Visual Communication,655#,805
DT546,Fine Art,715#,840
DT553,Journalism with a language,330,385
DT555,International Business and Languages - (French),380,415
DT556,International Business and Languages - (German),340,380
DT557,International Business and Languages - (Spanish),365,395
DT558,International Business and Languages - (English),310#,420
DT559,Photography,560#,695
DT564,International Business and Languages - (Italian),310,355
DT565,Chinese and International Business,345,380
DT571,Social Care,410,430
DT572,Early Childhood Education,435,450
DT582,Journalism,400,415
DT596,Print & Digital Media Technology Management,185,300
DT597,Creative and Cultural industries,365,405
DL041,Animation,835#,970
DL042,Photography,715#,815
DL043,Visual Communications,669#,745
DL044,Visual Arts Practice (Fine Art),550#,699
DL045,Film and Television Production,860#,965
DL046,Modelmaking  Design and Digital Effects,665#,915
DL047,Design for Stage and Screen (Production Design),660#,765
DL048,Design for Stage and Screen (Costume Design),875#,999
DL049,Design for Stage and Screen (Makeup Design),950#,1000
DL141,Applied Psychology,385,420
DL143,Multimedia Systems/Web Engineering,310,355
DL241,English  Media and Cultural Studies,305,350
DL242,Business Studies and Arts Management,290,360
DL245,Business Studies - Entrepreneurship and Management,210,315
GC203,Law (Cork),315,365
GC301,Accounting and Finance - Limerick,AQA,AQA
GC400,Business Studies (Dublin),275,360
GC401,Accounting and Finance (Dublin),260,350
GC403,Law (Dublin),305,335
GC404,Business and Law (Dublin),250,305
GC405,International Hospitality Management (Dublin),210,275
GC430,Computing Science (Dublin),190,305
GC450,Journalism and Visual Media (Dublin),215,310
GC489,Interior Architecture (Dublin),220,310
GC494,Fashion Design (Dublin) - Portfolio,255#,395
IC001,Journalism,240,305
IC004,Business Studies,250,345
BY101,Business - Marketing or BIS - at Swords campus,32,325
BY301,Business - Marketing  or  BIS - at city centre campus,21,300
ID001,Accounting and Finance,16,190
ID002,Business Studies,18,200
ID003,Business Studies with Chinese,12,205
BN101,Business,210,305
BN103,Business and Information Technology,210,315
BN104,Computing (Information Technology),215,290
BN107,Applied Social Studies in Social Care,360,380
BN108,Engineering (Common 1st Year),220,300
BN109,Business (Common 1st Year),270,325
BN110,International Business,255,305
BN111,Sports Management and Coaching,320,345
BN112,Creative Digital Media,310,340
BN113,Horticulture,225,290
BN115,Social and Community Development,310,330
BN117,Engineering (Computer Engineering),240,275
BN118,Early Childhood Care,330,350
BN121,Engineering (Mechatronics),205,315
TA021,European Studies,215,295
TA022,Creative Digital Media,350,390
TA023,Advertising and Marketing Communications,230,310
TA025,Social Care Practice,350,365
TA026,International Hospitality and Tourism Management,245,310
TA121,Accounting,230,285
TA122,Management,245,315
TA123,Marketing Management,200,290
TA124,Financial Services and Investment Analysis,265,330
TA221,Electronic Engineering,255,355
TA222,Mechanical Engineering,245,325
TA223,Energy Systems Engineering,245,325
TA321,Pharmaceutical Science,345,375
TA322,Computing,320,340
TA323,Information Technology Management,270,305
TA326,DNA and Forensic Science,370,395
TA327,Sports Science and Health,390,410
MD201,Education  Religion and English - second level teaching,415,450
MD301,Education  Religion and History - second level teaching,385,405
MD401,Education  Religion and Music - second level teaching,370#,415
MD500,Arts - Irish Studies and Religious Studies,265,320
NC001,Accounting and Human Resource Management,290,330
NC003,Computing,320,345
NC004,Business Information Systems,325,360
NC005,Human Resource Management,290,325
NC006,Accounting,340,360
NC009,Business,280,320
NC010,Psychology,AQA,330
RC001,Medicine - (Undergraduate Entry),740#*,N/A
RC004,Physiotherapy,535*,545
RC005,Pharmacy,555*,565
RC101,Medicine - (Graduate Entry),59#,61
PD101,Education - Primary Teaching,470*,500
PD102,Education - Primary Teaching - Gaeltacht Applicants,430,455
PD103,Arts/Humanities,390,430
TR002,Music,**420,490
TR003,History,485,510
TR004,Law,525*,555
TR005,Philosophy,455,490
TR006,Psychology,565*,575
TR007,Clinical Speech and Language Studies,535*,550
TR008,World Religions and Theology,365,415
TR009,Music Education,**525*,540
TR012,History and Political Science,515,540
TR015,Philosophy  Political Science  Economics and Sociology,535*,565
TR016,Deaf Studies,395*,415
TR017,Law and Business,565,585
TR018,Law and French,565,575
TR019,Law and German,525,545
TR020,Law and Political Science,575,590
TR021,Classics,390,480
TR022,Early and Modern Irish,375,390
TR023,English Studies,510*,545
TR024,European Studies,545,570
TR025,Drama and Theatre Studies,***510,535
TR027,Irish Studies,400*,460
TR028,Ancient and Medieval History and Culture,405,450
TR029,Political Science and Geography,435,470
TR031,Mathematics,535,585
TR032,Engineering,465,520
TR033,Computer Science,450,480
TR034,Management Science and Information Systems Studies,455,490
TR035,Theoretical Physics,540,595
TR038,Engineering with Management,435,460
TR039,Computer Science and Language,490,550
TR051,Medicine,746#*,N/A
TR052,Dental Science,590*,600
TR053,Physiotherapy,550,560
TR054,Occupational Therapy,510*,525
TR055,Radiation Therapy,535*,555
TR056,Human Health and Disease,540*,555
TR071,Science,500,535
TR072,Pharmacy,565*,580
TR073,Human Genetics,560*,585
TR074,Chemistry with Molecular Modelling,490,495
TR075,Medicinal Chemistry,535*,555
TR076,Nanoscience Physics and Chemistry of Advanced Materials,515*,545
TR077,Earth Sciences,480,500
TR081,Business  Economic and Social Studies,490*,525
TR082,Computer Science and Business,465,490
TR083,Sociology and Social Policy,415,450
TR084,Social Studies (Social Work),465,490
TR085,Business Studies and French,515,545
TR086,Business Studies and German,480*,505
TR087,Business Studies and Russian,475,545
TR089,Business Studies and Polish,415,415
TR090,Business Studies and Spanish,505,525
TR091,General Nursing (Meath and St James's),420,440
TR092,Mature Applicants General Nursing (Meath and St James's),227#,230
TR093,General Nursing (Adelaide School of Nursing),400#*,425
TR094,Mature Applicants General Nursing (Adelaide Sch. of Nursing),216#,225
TR095,Psychiatric Nursing,395*,415
TR096,Mature Applicants Psychiatric Nursing,212#*,218
TR097,Intellectual Disability Nursing,395,400
TR098,Mature Applicants Intellectual Disability Nursing,203#,209
TR911,Children's and General Nursing (Integrated),490*,515
TR912,Mature Applicants Children's and General Nursing (Integrated,230#*,233
TR913,Midwifery,460*,495
TR914,Mature Applicants Midwifery,233#*,240
DN100,Architecture,475,510
DN120,Landscape Architecture,345,400
DN140,Structural Engineering with Architecture,425,475
DN150,Engineering,460,525
DN200,Science,500,530
DN201,Computer Science,470,520
DN210,Archaeology and Geology,350,450
DN230,Actuarial and Financial Studies,560,590
DN250,Agricultural Science,445,480
DN251,Animal Science - Equine,440,485
DN252,Dairy Business,430,440
DN261,Food Science,455,480
DN262,Human Nutrition,525,545
DN271,Forestry,350,380
DN272,Horticulture  Landscape and Sportsturf Management,335,400
DN300,Veterinary Medicine - Undergraduate entry,580*,595
DN301,Veterinary Medicine - Graduate Entry,#,N/A
DN310,Veterinary Nursing,470,510
DN400,Medicine - Undergraduate entry,745#*,N/A
DN401,Medicine - Graduate Entry,57#,59
DN410,Radiography,555*,565
DN420,Physiotherapy,550*,565
DN425,Health and Performance Science,490,515
DN430,Sport and Exercise Management,425,445
DN440,Biomedical  Health and Life Sciences,555,575
DN450,General Nursing,420*,445
DN451,Children's and General Nursing (Integrated),490*,515
DN452,Midwifery,470,485
DN453,Psychiatric Nursing,410,420
DN460,Mature Applicants General Nursing,223#*,226
DN461,Mature Apps Children's & General Nurs(Integrated),233#*,236
DN462,Mature Applicants Midwifery,235#*,239
DN463,Mature Applicants Psychiatric Nursing,216#,216
DN500,BA Degree - joint honours - full time,350,405
DN501,BA Degree - joint honours - part time day,350,490
DN502,BA Degree - joint honours - part time evening,350,683
DN510,Economics,450,460
DN511,English,465,480
DN512,English with Drama,350,405
DN513,English with Film,405,450
DN514,Geography  Planning and Environmental Policy,330,380
DN515,History,405,450
DN517,Music,330#,510
DN518,Philosophy,330,375
DN519,Psychology,515,540
DN531,International French,330,410
DN532,International German,330,405
DN533,International Spanish,390,440
DN541,International Languages,440,475
DN550,Social Science,405,445
DN600,Law (BCL),495,515
DN610,Business and Law,495,520
DN615,BCL Maitrise,525,545
DN616,Law with French Law (BCL),560,580
DN621,Law with History,500,520
DN622,Law with Politics,510,525
DN623,Law with Philosophy,495,520
DN624,Law with Economics,515,545
DN650,Commerce,465,485
DN660,Commerce International,495,525
DN671,Economics and Finance,540,565
DK810,Accounting and Finance,300,365
DK812,Marketing,300,330
DK815,Public Relations,300,350
DK816,Business Studies,300,345
DK820,Computing in Games Development,340*,400
DK821,Computing,300,340
DK830,Building Surveying,300,340
DK860,Applied Music,500#,655
DK861,Humanities,300,345
DK862,Social Care,345*,365
DK870,General Nursing,405*,415
DK871,Mature Applicants General Nursing,223#,226
DK872,Intellectual Disability Nursing,350*,370
DK873,Mature Applicants Intellectual Disability Nursing,209#,213
DK874,Psychiatric Nursing,375,390
DK875,Mature Applicants Psychiatric Nursing,214#,218
DK876,Early Childhood Studies,330*,365
DK877,Midwifery,415*,435
DK878,Mature Applicants Midwifery,229#,234
DK880,Health and Physical Activity,330*,355
GA181,Accounting,265,340
GA281,Film and Documentary,320,375
GA282,Heritage Studies,225,305
GA380,Hotel and Catering Management,230,310
GA480,Construction Management,240,315
GA780,Applied Freshwater and Marine Biology,375,415
GA781,Applied Biology and Biopharmaceutical Science,375,395
GA782,Chemical and Pharmaceutical Science,310,335
GA784,Science (Undenominated),360,375
GA785,Medical Science,390,425
GA786,Forensic Science and Analysis,380,410
GA880,General Nursing - Castlebar,405,415
GA881,Mature Applicants General Nursing - Castlebar,224#,230
GA882,Psychiatric Nursing - Castlebar,375*,390
GA883,Mature Applicants Psychiatric Nursing - Castlebar,220#,227
GA980,Design and Technology Education - Letterfrack,425,445
GY101,Arts,300,360
GY103,Arts (Public and Social Policy),300,330
GY104,Arts (Psychology),525,545
GY105,Arts (History),320,345
GY106,Na Dana (Cumarsaid),350,405
GY107,Na Dana (Gaeilge agus Leann an Aistriuchain),345,440
GY109,Arts (Mathematics and Education),405,450
GY110,Arts with Children's Studies,420,445
GY111,Arts with Creative Writing,490,525
GY112,Arts with Film Studies,390,420
GY113,Arts with Human Rights,425,475
GY114,Arts with Irish Studies,300,375
GY115,Arts with Theatre and Performance,410,485
GY117,Arts with Latin American Studies,305,340
GY118,Drama Theatre and Performance Studies,450,470
GY120,Arts (Environment and Society/Youth and Family Studies) at S,300,335
GY201,Commerce,340,395
GY202,Commerce (International) with French,495,515
GY203,Commerce (International) with German,405,450
GY204,Commerce (International) with Spanish,410,475
GY206,Business Information Systems,370,405
GY207,Commerce (Accounting),420,475
GY250,Corporate Law,340,390
GY251,Civil Law,405,450
GY301,Science,380,440
GY303,Biomedical Science,540,555
GY304,Biotechnology,445,485
GY308,Environmental Science,375,405
GY309,Financial Mathematics and Economics,430,495
GY310,Marine Science,400,450
GY313,Health and Safety Systems,345,365
GY314,Earth and Ocean Sciences,380,415
GY315,Physics and Applied Physics,400,445
GY316,Physics with Medical Physics,355,480
GY317,Physics with Astrophysics,405,455
GY318,Biopharmaceutical Chemistry,495,525
GY319,Mathematical Science,485,535
GY350,Computer Science and Information Technology,415,445
GY401,Engineering (Undenominated),430,485
GY402,Civil Engineering,430,530
GY405,Mechanical Engineering,425,460
GY406,Electronic and Computer Engineering,445,505
GY408,Biomedical Engineering,430,510
GY410,Project and Construction Management,325,380
GY411,Sports and Exercise Engineering,400,430
GY413,Energy Systems Engineering,430,495
GY414,Electrical and Electronic Engineering,455,550
GY501,Medicine (five year/six year course),736#*,N/A
GY502,Occupational Therapy,520,525
GY503,Speech and Language Therapy,520,530
GY504,Podiatry,460,490
GY515,General Nursing (Galway and Portiuncula),455*,485
GY516,Psychiatric Nursing,410*,420
GY517,Midwifery,450*,465
GY525,Mature Applicants General Nursing (Galway and Portiuncula),233#,235
GY526,Mature Applicants Psychiatric Nursing,224#,227
GY527,Mature Applicants Midwifery,243#,246
LY108,Business - Accounting,275,335
LY118,Business,265,315
LY218,Business with Irish/ French/Spanish/German,250,360
LY228,Sports Coaching & Performance,265,325
LY308,Destination Tourism with Marketing,N/A,N/A
LY408,Design - Visual Communication,225,325
LY508,Fire Safety Engineering,270,330
LY708,Applied Computing,250,320
LY718,Computing with Cloud & Green IT,290,385
LY908,General Nursing,400*,410
LY918,Psychiatric Nursing,375,385
LY928,Intellectual Disability Nursing,365*,375
LY938,Mature Applicants General Nursing,228#,230
LY948,Mature Applicants Psychiatric Nursing,216#,222
LY958,Mature Applicants Intellectual Disability Nursing,202#*,209
LY968,Early Childcare Health and Education,315,345
MI004,Liberal Arts,370,420
MI005,Education - Primary Teaching,465*,500
MI006,Education - Primary Teaching - Gaeltacht Applicants,430,505
MI007,Early Childhood Care and Education,370,405
MI008,Primary Teaching in Education and Psychology,555*,580
CI101,Counselling and Psychotherapy,260,305
CI104,Childhood and Adolescent Care and Practice,270,330
CI105,185,185,N/A
LC110,Art and Design,607#,832
LC223,Law and Taxation,305,330
LC224,Business (Accounting/Finance),330,370
LC225,Business (Marketing and Management),320,365
LC233,Software Development,330,380
LC234,Multimedia Programming and Design,295,325
LC239,Computer Networks and Systems Management,270,295
LC240,Building Surveying,N/A,N/A
LC241,Construction Management,215,290
LC242,Property Valuation and Management,275,380
LC243,Quantity Surveying,290,350
LC252,Civil Engineering Management,255,315
LC265,Pharmaceutical and Forensic Analysis,360,370
LC266,Drug and Medicinal Product Analysis,290,335
LC292,Applied Social Studies (Social Care),355,380
LC293,Business with Tourism,245,305
LC294,Business with Event Management,340,355
LC295,Business with Sports Management,330,355
LC407,Social and Community Studies - Thurles,245,300
LC408,Environmental and Natural Resource Management - Thurles,270,335
LC410,Accounting and Finance - Thurles,305,345
LC413,Business - Thurles,265,340
LC415,Computing - Software Development - Thurles,250,295
LC418,Computing - Games Design and Development - Thurles,245,295
LC420,Computing - Smart Sustainable Energy - Thurles,260,340
LC422,Sports Strength and Conditioning - Thurles,310,345
LC513,Business - Clonmel,315,355
LC517,Information Technology - Creative Multimedia - Clonmel,305,360
LC518,Digital Animation Production - Clonmel - Portfolio,527#,715
LC521,Marketing - Clonmel,N/A,N/A
LM020,Law and Accounting,415,470
LM022,Politics and International Relations,335,370
LM023,Health Informatics,340,360
LM029,Law Plus,405,455
LM030,Irish Music and Dance,330#,430
LM031,Voice and Dance,270#,380
LM032,Arts (Joint Honours),415,445
LM033,New Media and English,340,390
LM035,English and History,340,395
LM036,Economics and Sociology,320,350
LM037,Economics and Mathematical Sciences,380,485
LM038,Psychology and Sociology,495,510
LM039,Journalism and New Media,380,445
LM040,European Studies,340,420
LM041,Politics and Public Administration,310,335
LM043,International Insurance and European Studies,315,345
LM044,Applied Languages,405,480
LM045,Languages  Literature and Film,340,380
LM046,History  Politics  Sociology and Social Studies,320,370
LM048,Irish and New Media/An Ghaeilge agus na Meain Ura,340,385
LM050,Business Studies,375,415
LM051,Computer Systems,325,410
LM052,Business Studies and a Modern Language (French),365,430
LM053,Business Studies and a Modern Language (German),375,440
LM055,Business Studies and a Modern Language (Japanese),375,375
LM056,International Business,430*,470
LM058,Financial Mathematics,420,480
LM060,Mathematical Sciences,350,475
LM061,Pharmaceutical and Industrial Chemistry,380,445
LM063,Technology Management,320,385
LM064,Industrial Biochemistry,370,445
LM065,Applied Physics,370,460
LM066,Environmental Science,360,395
LM067,Wood Science and Technology,300,405
LM068,Food Science and Health,350,400
LM071,Biomedical Engineering,420,480
LM073,Mechanical Engineering,400,455
LM074,Computer Aided Engineering and Design,495,500
LM076,Product Design and Technology,350,415
LM077,Aeronautical Engineering,415,485
LM080,Electronics,300,370
LM082,Construction Management and Engineering,315,390
LM083,Mobile Communications and Security,320,390
LM085,Civil Engineering,415,525
LM087,Energy,380,420
LM088,Mathematics and Physics,535,540
LM089,Sport and Exercise Sciences,455,480
LM090,Physical Education with concurrent Teacher Education,490,515
LM092,Science with concurrent Teacher Ed. (Bio. Sciences with Phys,440*,475
LM093,Equine Science,340,375
LM094,B.Tech(Education) Materials and Architectural Technology,440,475
LM095,Materials and Engineering Technology with concurrent Teacher,405,430
LM096,Science with concurrent Teacher Education (Physics and Chemi,380,430
LM099,Architecture,380#,445
LM100,Physiotherapy,550*,570
LM101,Medicine - Graduate Entry,53#,55
LM102,Psychology,510,525
LM110,Computer Games Development,320,390
LM113,Digital Media Design,305,370
LM114,Music  Media and Performance Technology,345,405
LM115,Chemical and Biochemical Engineering,480,540
LM116,Engineering Choice,390,460
LM117,Science Choice,360,400
LM118,Electronic and Computer Engineering,390,475
LM119,Design and Manufacture,440,460
LM150,General Nursing,450*,470
LM151,Mature Applicants General Nursing,235#,242
LM152,Mental Health Nursing,415*,430
LM153,Mature Applicants Mental Health Nursing,224#,232
LM154,Intellectual Disability Nursing,415*,435
LM155,Mature Applicants Intellectual Disability Nursing,220#,223
LM156,Midwifery,450,490
LM157,Mature Applicants Midwifery,234#*,245
MU001,Theology and Arts,315,345
MU002,Theology,315,385
