CourseID,Course_name,Score1,Score2
FT008,Electronics and Communications ,200,295
FT009,Electrical and Control Systems ,175,325
FT101,Architecture ,N/A,N/A
FT110,Property ,395,410
FT111,Const Econ Mgt ,415,440
FT112,Geomatics ,330,365
FT116,Environmental Planning Management ,390,415
FT125,Engineering ,350,425
FT128,Transport Technology ,240,310
FT130,Printing Management ,215,320
FT213,Forensic and Environmental Science ,420,450
FT214,Biomedical Science ,445,480
FT221,Engineering ,347,420
FT222,Applied Sciences ,240,330
FT223,Human Nutrition Dietetics ,520,535
FT224,Optometry ,515,535
FT228,Computer Science ,300,340
FT229,Clinical Measurement ,300,420
FT255,Int Business and Languages French ,310,400
FT256,Int Business and Languages German ,230,370
FT257,Int Business and Languages Spanish ,325,370
FT259,Photography ,N/A,N/A
FT281,Computer Engineering ,265,345
FT351,Business Studies ,405,420
FT352,Media Arts ,465,495
FT353,Journalism and a Language ,465,490
FT354,Information Systems Development ,300,370
FT358,Transport and Logistics ,290,335
FT359,Management and Law ,320,355
FT401,Hospitality Mgt ,305,340
FT402,Tourism Marketing ,340,355
FT403,Culinary Arts ,275,335
FT404,Leisure Management ,355,370
FT471,Social Care ,370,385
FT472,Early Child Care and Education ,365,385
FT480,Food Tech ,260,360
FT491,Environmental Health ,310,385
FT541,Marketing ,375,390
FT542,Management Marketing ,410,425
FT543,Retail Services Management ,345,360
FT544,Design Interior Furniture ,N/A,N/A
FT545,Design Visual Communication ,N/A,N/A
FT546,Fine Art ,N/A,N/A
FT601,Music ,N/A,N/A
DL041,Animation ,N/A,N/A
DL042,Photography ,N/A,N/A
DL043,Visual Communication ,N/A,N/A
DL141,Psychology ,290,360
DL241,Cultural stud ,425,N/A
DL242,Arts and Media Management ,325,355
FR001,Froebel ,450,N/A
FR002,N/A,N/A,N/A
GC400,Business Studies ,200,315
GC401,Accounting and Finance ,250,340
GC402,Law with Business ,300,350
GC430,Computing Science ,240,305
GC450,Journalism and Media Comms ,280,340
TA109,Applied Languages ,280,330
TA110,European Studies ,250,315
TA307,Pharmaceutical Sciences ,265,335
MD201,N/A,N/A,N/A
MD301,N/A,N/A,N/A
MD401,N/A,N/A,N/A
MD500,Irish Studies and Religious Studies ,300,335
PT011,BA Philosophy ,320,350
PT012,BA Theology and Pastoral Care AQA ,275,N/A
PT013,BA ,325,385
PT014,BA Theology Anthropology AQA ,285,N/A
AD001,Teaching ,N/A,N/A
NC001,N/A,N/A,N/A
NC002,European No Offers ,N/A,N/A
NC003,Software Systems ,300,325
NC011,Based Part ,250,N/A
NC012,European Based Part No Offers ,N/A,N/A
NC013,Software Systems Area Based Part No Offers ,N/A,N/A
PB253,Business Studies ,195,305
RC001,Medicine ,570,N/A
RC003,Medicine with Leaving Cert Scholarship ,590,590
RC004,Physiotherapy ,535,N/A
RC005,Pharmacy ,545,N/A
CS001,Home Economics ,435,455
PD101,Drumcondra ,455,480
PD102,N/A,N/A,N/A
PD103,Humanities ,400,425
TR002,Music ,510,N/A
TR003,History ,510,N/A
TR004,Law ,570,N/A
TR005,Philosophy ,470,480
TR006,Psychology ,545,N/A
TR007,Clinical Speech and Language Studies ,540,N/A
TR008,Biblical and Theological Studies ,310,360
TR009,Music Education ,455,N/A
TR010,Computer Science Linguistics and German ,400,500
TR011,Computer Science Linguistics and French ,385,530
TR012,History and Political Science ,555,N/A
TR013,Computer Science Linguistics and Irish No Offers ,N/A,N/A
TR014,Philosophy and Political Science ,525,N/A
TR018,Law and French ,590,N/A
TR019,Law and German ,555,570
TR021,Classics ,390,555
TR022,Early and Modern Irish ,310,355
TR023,English Studies ,505,540
TR024,European Studies ,505,540
TR025,Drama and Theatre Studies ,570,N/A
TR026,Germanic Languages ,345,390
TR031,Mathematics ,365,485
TR032,Engineering ,445,480
TR033,Computer Science ,340,440
TR034,Management Science and Information Systems Studies ,465,510
TR035,Theoretical Physics ,550,N/A
TR036,Computer Science Evening ,330,430
TR037,Information Communications Technology ,350,415
TR038,Manufacturing Engineering with Management Science ,330,410
TR051,Medicine ,570,N/A
TR052,Dental Science ,570,N/A
TR053,Physiotherapy ,555,N/A
TR054,Occupational Therapy ,510,N/A
TR055,Therapeutic Radiography ,515,N/A
TR071,Science ,425,480
TR072,Pharmacy ,555,N/A
TR073,Human Genetics ,515,530
TR074,Computational Chemistry Computational Physics ,410,495
TR075,Medicinal Chemistry ,440,495
TR076,Physics and Chemistry of Advanced Materials ,335,420
TR081,Business Economic and Social Studies ,470,495
TR083,Sociology and Social Policy ,465,495
TR084,Social Studies Work ,480,500
TR085,Business Studies and French ,495,N/A
TR086,Business Studies and German ,420,450
TR087,Business Studies and Russian ,440,455
TR091,General Nursing and St ,390,N/A
TR092,Mature Applicants Gen Nursing and St ,N/A,N/A
TR093,General Nursing School of ,390,425
TR094,Mature Applicants Gen Nursing School of ,N/A,N/A
TR095,Psychiatric Nursing ,280,345
TR096,Mature Applicants Psychiatric Nursing ,N/A,N/A
TR097,Mental Handicap Nursing ,260,330
TR098,Mature Applicants Mental Handicap Nursing ,N/A,N/A
TR001,Moderatorship ,N/A,N/A
DN001,Architecture ,530,550
DN002,Medicine ,575,N/A
DN004,Radiography ,490,515
DN005,Veterinary Medicine ,565,N/A
DN006,Physiotherapy ,540,N/A
DN007,Social Science ,400,435
DN008,Science ,280,400
DN009,Law ,535,N/A
DN010,Agricultural Science ,310,370
DN011,Music ,N/A,N/A
DN012,Arts ,420,N/A
DN014,Irish ,445,455
DN015,Commerce ,460,480
DN016,N/A,N/A,N/A
DN017,N/A,N/A,N/A
DN018,N/A,N/A,N/A
DN019,N/A,N/A,N/A
DN020,Actuarial and Financial Studies ,560,580
DN021,Business and Legal Studies ,495,510
DN022,Arts ,190,555
DN024,Sports Management ,405,425
DN026,Economics Finance ,475,505
DN029,Law with French Law ,540,560
DN030,Computer Science ,310,375
DN031,Theoretical Physics ,435,535
DN032,Mathematical Science ,430,545
DN040,Food Science ,340,385
DN041,Landscape Horticulture ,350,400
DN042,Forestry ,300,360
DN043,Agribusiness and Rural Development ,310,345
DN044,Agricultural and Environmental Science ,310,340
DN045,Animal and Crop Production ,310,355
DN046,Animal Science ,330,385
DN047,Engineering Technology ,325,360
DN048,Horticultural Science ,325,370
DN050,Computer Science ,330,365
DN051,Economics ,455,N/A
DN052,History ,470,495
DN053,Philosophy ,495,505
DN054,Psychology ,525,535
DN057,BA International French ,445,480
DN058,BA International German ,370,400
DN059,BA International Spanish ,415,460
DN070,Agricultural and Food Engineering ,340,400
DN071,Chemical Engineering ,435,510
DN072,Civil Engineering ,480,N/A
DN073,Electronic or Electrical ,360,445
DN074,Mechanical Engineering ,460,485
DN075,Civil Engineering or Mechanical ,490,525
DN105,Veterinary Medicine Graduate Entry ,605,605
DN110,General Nursing ,335,360
DN111,Mature Applicants General Nursing ,N/A,N/A
DN120,Psychiatric Nursing ,330,390
DN121,Mature Applicants Psychiatric Nursing ,N/A,N/A
DK057,General Nursing ,325,340
DK061,Mental Handicap Nursing ,185,285
DK097,Psychiatric Nursing ,260,300
DK104,Accounting Finance ,300,350
DK106,Marketing ,265,320
DK108,Computing Internet Technologies ,210,305
DK109,Building Surveying ,285,325
DK111,Music ,340,N/A
DK157,Mature Applicants General Nursing ,N/A,N/A
DK161,Mature Applicants Mental Handicap Nursing ,N/A,N/A
DK197,Mature Applicants Psychiatric Nursing ,N/A,N/A
DK206,Marketing French ,270,330
DK208,Computing Technologies with ,290,315
GA247,Theological Studies Practice ,250,320
GA319,N/A,N/A,N/A
GA442,Construction Management ,355,385
GA810,General Nursing ,355,365
GA811,Mature Applicants General Nursing ,N/A,N/A
GA820,Psychiatric Nursing ,260,300
GA821,Mature Applicants Psychiatric Nursing ,N/A,N/A
GY101,Arts ,405,440
GY102,Arts ,335,355
GY103,Arts Social ,390,N/A
GY104,Arts Psychology ,540,N/A
GY201,Commerce ,450,N/A
GY202,Commerce with French ,495,540
GY203,Commerce with German ,370,445
GY204,Commerce with Spanish ,400,440
GY205,Commerce with Italian ,375,415
GY206,Business Information Systems ,380,395
GY250,Corporate Law ,505,N/A
GY251,Bachelor of Civil Law ,515,530
GY301,Science ,320,390
GY302,N/A,N/A,N/A
GY303,Biomedical Science ,480,500
GY304,Biotechnology ,410,460
GY306,Computing Studies ,345,405
GY307,Earth Sciences ,330,370
GY308,Environmental Science ,375,415
GY309,Financial Mathematics and ,480,505
GY310,Marine Science ,345,380
GY312,Physics and Astronomy ,375,475
GY313,Health and Safety Systems ,360,385
GY350,Information Technology ,255,350
GY401,Engineering ,485,N/A
GY402,Civil Engineering ,485,510
GY403,Electronic Engineering ,370,435
GY404,Industrial Engineering ,320,410
GY405,Mechanical Engineering ,440,460
GY406,Electronic Computer Engineering ,355,435
GY407,Engineering with Language ,380,390
GY408,Biomedical Engineering ,445,485
GY409,Environmental Engineering ,460,460
GY501,Medicine ,570,N/A
GY502,Occupational Therapy ,495,N/A
GY503,Speech and Language Therapy ,515,N/A
GY515,General Nursing and ,415,N/A
GY516,Psychiatric Nursing ,385,N/A
GY525,Mature Applicants Gen Nursing and Portiunc ,N/A,N/A
GY526,Mature Applicants Psychiatric Nursing ,N/A,N/A
LY137,General Nursing ,345,370
LY142,Psychiatric Nursing ,310,330
LY151,Computing with Data Communications ,220,355
LY152,Mental Handicap Nursing ,225,295
LY237,Mature Applicants General Nursing ,N/A,N/A
LY242,Mature Applicants Psychiatric Nursing ,N/A,N/A
LY252,Mature Applicants Mental Handicap Nursing ,N/A,N/A
LC331,Software Development ,285,310
LC341,Multi Media Computing Design ,310,345
LC471,Quantity Surveying ,395,410
LC481,Valuation Surveying ,355,370
LC491,Construction Management ,340,360
LC641,Business Studies Tourism ,330,355
LC651,Science Forensic ,430,455
MI005,Mary Immaculate ,490,N/A
MI006,Mary ,425,480
MI007,Early Childhood Care Education ,380,395
LM020,Law and Accounting ,500,530
LM021,N/A,N/A,N/A
LM030,Irish Music and Dance ,N/A,N/A
LM033,New Media and English ,435,460
LM034,Politics and French ,395,475
LM035,English and History ,380,390
LM036,Economics and Sociology ,365,390
LM040,European Studies ,350,375
LM041,Public Administration ,365,375
LM042,Studies ,480,505
LM043,N/A,N/A,N/A
LM044,Applied Languages ,455,485
LM045,Language Cultural Studies ,370,410
LM046,N/A,N/A,N/A
LM047,Arts ,395,425
LM048,Irish Studies ,360,375
LM050,Business Studies ,430,N/A
LM051,Computer Systems ,270,355
LM052,N/A,N/A,N/A
LM053,N/A,N/A,N/A
LM054,N/A,N/A,N/A
LM055,N/A,N/A,N/A
LM057,Economics and Mathematical Sciences ,410,475
LM059,Computer Systems with French no offers ,N/A,N/A
LM060,Mathematical ,410,470
LM061,Industrial Chemistry ,405,435
LM062,Advanced Biomedical Materials ,330,380
LM063,Production Management ,330,355
LM064,Industrial Biochemistry ,395,455
LM065,Applied Physics ,390,425
LM066,Environmental Science ,355,395
LM067,Wood ,330,365
LM068,Food Technology ,320,335
LM069,Computer Engineering ,350,425
LM070,Electronic Engineering ,355,465
LM071,Biomedical Engineering ,420,470
LM072,Industrial Design ,N/A,N/A
LM073,Mechanical Engineering ,415,470
LM074,Computer Integrated design ,400,495
LM076,Product Design and Technology ,N/A,N/A
LM077,Aeronautical Eng ,420,450
LM078,Mech Engineering German ,435,435
LM079,Manufacturing Engineering ,345,400
LM080,Electronic Systems ,300,340
LM081,Manufacturing Technol ,315,360
LM083,Information Technology ,295,350
LM089,Sports Science ,445,475
LM090,PE Teaching ,N/A,N/A
LM092,Biological with Teaching ,365,415
LM093,Equine Science ,310,365
LM094,Teaching ,435,N/A
LM095,Teaching ,375,395
LM096,Physics and Chemistry Teaching ,395,450
LM100,Physiotherapy ,565,580
LM150,General Nursing ,385,405
LM151,Mature Applicants General Nursing ,N/A,N/A
LM152,Mental Health Nursing ,340,N/A
LM153,Mature Applicants Mental Health Nursing ,N/A,N/A
LM154,Intellectual Disability Nursing ,305,340
LM155,Mature Applicants Intellectual Disability Nursing ,N/A,N/A
MH101,Arts ,405,N/A
MH102,Finance ,370,395
MH103,Music ,N/A,N/A
MH106,Psychology ,515,N/A
MH107,Social Science ,405,425
MH108,Studies ,385,420
MH109,Media Studies ,485,N/A
MH201,Science ,310,370
MH202,Biotechnology ,315,345
MH203,Computer Science ,320,360
MH204,Physics with Astrophysics ,405,455
MH205,Theoretical Physics Computer Science ,365,405
MH206,Theoretical Physics and Mathematics ,500,560
MH207,Computational Biology Bioinformatics ,430,475
MH208,Biological Science ,365,425
MH209,Psychology ,480,505
MH210,Chemistry with Pharmaceutical Chemistry ,400,445
MH301,Computer Engineering ,325,435
MH302,Electronic Engineering ,370,470
MH303,Communications Engineering ,370,370
MH304,Computer Electronic Communications Engineering ,370,450
MU001,Theology and Arts ,340,355
MU002,Theology ,300,320
SN001,Business Studies in Int Hotel Mgt ,N/A,N/A
SN002,Commerce Dip in Int Hotel Mgt ,N/A,N/A
SG141,Business Studies ,340,365
SG145,Computing in Web Development ,270,320
SG341,Quality Management No Offers ,N/A,N/A
SG441,Environmental Science Tech ,280,320
SG445,Pharmaceutical Science ,250,320
AS001,Home Econ Biology ,450,N/A
AS002,Home Econ Catechetics ,440,N/A
AS110,General Nursing ,360,N/A
AS111,Mature Applicants General Nursing ,N/A,N/A
AS130,Mental Handicap Nursing ,190,300
AS131,Mature Applicants Mental Handicap Nursing ,N/A,N/A
TI005,Business Studies THURLES ,230,305
TL110,General Nursing ,370,380
TL111,Mature Applicants General Nursing ,N/A,N/A
TL115,Psychiatric Nursing ,300,330
TL116,Mature Applicants Psychiatric Nursing ,N/A,N/A
TL170,Folk Theatre Studies ,710,770
TL180,Hospitality Management ,265,310
TL280,Business Studies ,285,340
TL290,Interactive Multimedia ,300,345
TL320,Computing with Enterprise Studies ,335,370
TL360,Computing with Multimedia ,305,350
TL370,Computing with Internet Development ,290,295
WD025,Construction Management ,300,355
WD026,Electronics ,310,360
WD027,Music ,N/A,N/A
WD028,Applied Computing ,290,375
WD048,Business studies ,330,370
WD049,Business French ,340,385
WD079,Administration ,310,360
WD080,Business with German ,385,430
WD084,Accounting ,345,385
WD085,Manufacturing Systems Engineering ,305,360
WD086,Electronic Engineering ,320,390
WD091,Hospitality Management ,255,320
WD095,Marketing ,310,360
WD116,General Nursing ,380,410
WD117,Psychiatric Nursing ,300,340
WD120,Mental Handicap Nursing ,235,305
WD123,Languages marketing ,300,365
WD124,Health Promotion ,305,365
WD125,Exercise Health Studies ,270,340
WD816,Mature Applicants General Nursing ,N/A,N/A
WD817,Mature Applicants Psychiatric Nursing ,N/A,N/A
WD820,Mature Applicants Mental Handicap Nursing ,N/A,N/A
